Source_ID,Target_ID,Source_File,Target_File,Source_Member,Target_Member,Source_Member_Type,Target_Member_Type,Dependency_Type,Dependency_Count,Is_Member_Level,Source_Member_ID,Target_Member_ID,Source_Modules,Target_Modules,Source_Module,Target_Module
339,77,variables.c,externs.h,set_ppid,inttostr,functionimpl,functionproto,Call,10.0,True,3495,546,['general'],['general'],general,general
339,77,variables.c,externs.h,uidset,inttostr,functionimpl,functionproto,Call,10.0,True,3499,546,['general'],['general'],general,general
339,77,variables.c,externs.h,maybe_make_export_env,strvec_flush,functionimpl,functionproto,Call,10.0,True,3483,567,['general'],['general'],general,general
339,77,variables.c,externs.h,maybe_make_export_env,strvec_resize,functionimpl,functionproto,Call,10.0,True,3483,568,['general'],['general'],general,general
339,79,variables.c,findcmd.h,get_bash_name,find_user_command,functionimpl,functionproto,Call,2.0,True,3474,590,['general'],['general'],general,general
339,79,variables.c,findcmd.h,get_bash_name,file_status,functionimpl,functionproto,Call,2.0,True,3474,589,['general'],['general'],general,general
339,79,variables.c,findcmd.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
25,88,builtins/common.c,include/chartypes.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['general'],libbuiltins,general
339,75,variables.c,execute_cmd.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
339,81,variables.c,flags.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
74,114,execute_cmd.c,lib/glob/strmatch.h,,,file,file,Import,1.0,False,,,['general'],['libglob'],general,libglob
75,99,execute_cmd.h,include/stdc.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
339,88,variables.c,include/chartypes.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
339,87,variables.c,hashlib.h,,hashlib,file,type,Cast,3.0,False,,,['general'],['general'],general,general
339,87,variables.c,hashlib.h,kill_all_local_variables,hash_table,functionimpl,type,Cast,3.0,True,3480,728,['general'],['general'],general,general
339,87,variables.c,hashlib.h,create_variable_tables,hash_create,functionimpl,functionproto,Call,4.0,True,3471,721,['general'],['general'],general,general
339,87,variables.c,hashlib.h,kill_all_local_variables,hash_dispose,functionimpl,functionproto,Call,4.0,True,3480,722,['general'],['general'],general,general
339,87,variables.c,hashlib.h,pop_var_context,hash_flush,functionimpl,functionproto,Call,4.0,True,3489,723,['general'],['general'],general,general
339,87,variables.c,hashlib.h,kill_all_local_variables,hash_table,functionimpl,type,Use,2.0,True,3480,728,['general'],['general'],general,general
339,87,variables.c,hashlib.h,maybe_make_export_env,hash_table,functionimpl,type,Use,2.0,True,3483,728,['general'],['general'],general,general
339,87,variables.c,hashlib.h,,hashlib,file,type,Contain,10.0,False,,,['general'],['general'],general,general
82,334,general.c,test.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
25,77,builtins/common.c,externs.h,sh_wrerror,strerror,functionimpl,functionproto,Call,1.0,True,68,559,['libbuiltins'],['general'],libbuiltins,general
339,83,variables.c,general.h,get_bash_name,make_absolute,functionimpl,functionproto,Call,3.0,True,3474,689,['general'],['general'],general,general
339,83,variables.c,general.h,get_bash_name,full_pathname,functionimpl,functionproto,Call,3.0,True,3474,686,['general'],['general'],general,general
339,83,variables.c,general.h,init_seconds_var,legal_number,functionimpl,functionproto,Call,3.0,True,3477,688,['general'],['general'],general,general
276,94,lib/sh/tmpfile.c,include/posixtime.h,,,file,file,Import,1.0,False,,,['libsh'],['general'],libsh,general
25,75,builtins/common.c,execute_cmd.h,builtin_error_prolog,executing_line_number,functionimpl,functionproto,Call,1.0,True,62,453,['libbuiltins'],['general'],libbuiltins,general
25,75,builtins/common.c,execute_cmd.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['general'],libbuiltins,general
339,85,variables.c,hashcmd.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
149,148,lib/malloc/malloc.c,lib/malloc/imalloc.h,,,file,file,Import,1.0,False,,,['libmalloc'],['general'],libmalloc,general
339,19,variables.c,bashtypes.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
339,19,variables.c,bashtypes.h,,,file,var,Use,1.0,False,,,['general'],['general'],general,general
341,99,version.c,include/stdc.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
339,15,variables.c,bashintl.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
339,12,variables.c,bashansi.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
174,199,lib/readline/histexpand.c,lib/readline/rlshell.h,,,file,file,Import,1.0,False,,,['libhistory'],['libreadline'],libhistory,libreadline
339,26,variables.c,builtins/common.h,set_pwd,set_working_directory,functionimpl,functionproto,Call,5.0,True,3496,114,['general'],['libbuiltins'],general,libbuiltins
339,26,variables.c,builtins/common.h,set_pwd,get_working_directory,functionimpl,functionproto,Call,5.0,True,3496,102,['general'],['libbuiltins'],general,libbuiltins
339,26,variables.c,builtins/common.h,pop_dollar_vars,remember_args,functionimpl,functionproto,Call,5.0,True,3488,109,['general'],['libbuiltins'],general,libbuiltins
339,26,variables.c,builtins/common.h,pop_dollar_vars,set_dollar_vars_unchanged,functionimpl,functionproto,Call,5.0,True,3488,113,['general'],['libbuiltins'],general,libbuiltins
339,26,variables.c,builtins/common.h,,,file,file,Import,1.0,False,,,['general'],['libbuiltins'],general,libbuiltins
82,19,general.c,bashtypes.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
82,15,general.c,bashintl.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,rl_cleanup_after_signal,_rl_clean_up_for_exit,functionimpl,functionproto,Call,3.0,True,2052,1912,['libreadline'],['libreadline'],libreadline,libreadline
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,rl_free_line_state,_rl_kill_kbd_macro,functionimpl,functionproto,Call,3.0,True,2054,1929,['libreadline'],['libreadline'],libreadline,libreadline
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,rl_free_line_state,_rl_reset_argument,functionimpl,functionproto,Call,3.0,True,2054,1940,['libreadline'],['libreadline'],libreadline,libreadline
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,_rl_block_sigint,_rl_block_sigint,functionimpl,functionproto,Implement,4.0,True,2048,1909,['libreadline'],['libreadline'],libreadline,libreadline
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,_rl_release_sigint,_rl_release_sigint,functionimpl,functionproto,Implement,4.0,True,2050,1938,['libreadline'],['libreadline'],libreadline,libreadline
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,_rl_block_sigwinch,_rl_block_sigwinch,functionimpl,functionproto,Implement,4.0,True,2049,1910,['libreadline'],['libreadline'],libreadline,libreadline
208,198,lib/readline/signals.c,lib/readline/rlprivate.h,_rl_release_sigwinch,_rl_release_sigwinch,functionimpl,functionproto,Implement,4.0,True,2051,1939,['libreadline'],['libreadline'],libreadline,libreadline
82,12,general.c,bashansi.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
208,194,lib/readline/signals.c,lib/readline/readline.h,rl_cleanup_after_signal,rl_deprep_term_function,functionimpl,var,Call,1.0,True,2052,1875,['libreadline'],['libreadline'],libreadline,libreadline
208,194,lib/readline/signals.c,lib/readline/readline.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
208,196,lib/readline/signals.c,lib/readline/rldefs.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
339,37,variables.c,dispose_cmd.h,pop_dollar_vars,dispose_words,functionimpl,functionproto,Call,2.0,True,3488,241,['general'],['general'],general,general
339,37,variables.c,dispose_cmd.h,dispose_saved_dollar_vars,dispose_words,functionimpl,functionproto,Call,2.0,True,3472,241,['general'],['general'],general,general
339,39,variables.c,error.h,all_local_variables,internal_error,functionimpl,functionproto,Call,3.0,True,3465,259,['general'],['error_handling'],general,error_handling
339,39,variables.c,error.h,pop_var_context,internal_error,functionimpl,functionproto,Call,3.0,True,3489,259,['general'],['error_handling'],general,error_handling
339,33,variables.c,command.h,,command,file,type,Cast,6.0,False,,194,['general'],['general'],general,general
339,33,variables.c,command.h,push_dollar_vars,word_list,functionimpl,type,Cast,6.0,True,3490,212,['general'],['general'],general,general
339,33,variables.c,command.h,pop_dollar_vars,word_list,functionimpl,type,Cast,6.0,True,3488,212,['general'],['general'],general,general
339,33,variables.c,command.h,dispose_saved_dollar_vars,word_list,functionimpl,type,Cast,6.0,True,3472,212,['general'],['general'],general,general
339,33,variables.c,command.h,find_function_def,FUNCTION_DEF,functionproto,alias,Return,1.0,True,3516,174,['general'],['general'],general,general
339,33,variables.c,command.h,push_dollar_vars,word_list,functionimpl,type,Use,8.0,True,3490,212,['general'],['general'],general,general
339,33,variables.c,command.h,pop_dollar_vars,word_list,functionimpl,type,Use,8.0,True,3488,212,['general'],['general'],general,general
339,33,variables.c,command.h,dispose_saved_dollar_vars,word_list,functionimpl,type,Use,8.0,True,3472,212,['general'],['general'],general,general
339,33,variables.c,command.h,,command,file,type,Contain,5.0,False,,194,['general'],['general'],general,general
339,30,variables.c,builtins/getopt.h,,,file,file,Import,1.0,False,,,['general'],['libbuiltins'],general,libbuiltins
25,39,builtins/common.c,error.h,builtin_error_prolog,get_name_for_error,functionimpl,functionproto,Call,1.0,True,62,258,['libbuiltins'],['error_handling'],libbuiltins,error_handling
104,19,jobs.c,bashtypes.h,,,file,file,Import,1.0,False,,,['job_control'],['general'],job_control,general
339,192,variables.c,lib/readline/posixstat.h,,,file,file,Import,1.0,False,,,['general'],['libreadline'],general,libreadline
322,192,subst.c,lib/readline/posixstat.h,,,file,file,Import,1.0,False,,,['general'],['libreadline'],general,libreadline
135,126,lib/intl/localealias.c,lib/intl/gettextP.h,,,file,file,Import,1.0,False,,,['libintl'],['libintl'],libintl,libintl
25,33,builtins/common.c,command.h,,command,file,type,Contain,7.0,False,,194,['libbuiltins'],['general'],libbuiltins,general
102,192,input.c,lib/readline/posixstat.h,,,file,file,Import,1.0,False,,,['general'],['libreadline'],general,libreadline
104,12,jobs.c,bashansi.h,,,file,file,Import,1.0,False,,,['job_control'],['general'],job_control,general
208,178,lib/readline/signals.c,lib/readline/history.h,,,file,file,Import,1.0,False,,,['libreadline'],['libhistory'],libreadline,libhistory
208,178,lib/readline/signals.c,lib/readline/history.h,rl_free_line_state,_hist_entry,functionimpl,type,Use,1.0,True,2054,1637,['libreadline'],['libhistory'],libreadline,libhistory
208,178,lib/readline/signals.c,lib/readline/history.h,rl_free_line_state,_hist_entry,functionimpl,type,Contain,1.0,True,2054,1637,['libreadline'],['libhistory'],libreadline,libhistory
82,33,general.c,command.h,,command,file,type,Contain,1.0,False,,194,['general'],['general'],general,general
160,178,lib/readline/bind.c,lib/readline/history.h,,,file,file,Import,1.0,False,,,['libreadline'],['libhistory'],libreadline,libhistory
104,15,jobs.c,bashintl.h,,,file,file,Import,1.0,False,,,['job_control'],['general'],job_control,general
315,295,shell.c,lib/tilde/tilde.h,,,file,file,Import,1.0,False,,,['general'],['libtilde'],general,libtilde
254,101,lib/sh/snprintf.c,include/typemax.h,,,file,file,Import,1.0,False,,,['libsh'],['general'],libsh,general
25,26,builtins/common.c,builtins/common.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,26,builtins/common.c,builtins/common.h,builtin_usage,builtin_usage,functionimpl,functionproto,Implement,6.0,True,63,100,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,26,builtins/common.c,builtins/common.h,sh_wrerror,sh_wrerror,functionimpl,functionproto,Implement,6.0,True,68,115,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,26,builtins/common.c,builtins/common.h,dollar_vars_changed,dollar_vars_changed,functionimpl,functionproto,Implement,6.0,True,64,101,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,26,builtins/common.c,builtins/common.h,set_dollar_vars_unchanged,set_dollar_vars_unchanged,functionimpl,functionproto,Implement,6.0,True,67,113,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,26,builtins/common.c,builtins/common.h,set_dollar_vars_changed,set_dollar_vars_changed,functionimpl,functionproto,Implement,6.0,True,66,112,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,26,builtins/common.c,builtins/common.h,initialize_shell_builtins,initialize_shell_builtins,functionimpl,functionproto,Implement,6.0,True,65,104,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
84,87,hashcmd.c,hashlib.h,,hashlib,file,type,Cast,1.0,False,,,['general'],['general'],general,general
84,87,hashcmd.c,hashlib.h,phash_create,hash_create,functionimpl,functionproto,Call,2.0,True,696,721,['general'],['general'],general,general
84,87,hashcmd.c,hashlib.h,phash_flush,hash_flush,functionimpl,functionproto,Call,2.0,True,697,723,['general'],['general'],general,general
84,87,hashcmd.c,hashlib.h,,hashlib,file,type,Contain,1.0,False,,,['general'],['general'],general,general
25,24,builtins/common.c,builtins/bashgetopt.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
315,299,shell.c,mailcheck.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
25,22,builtins/common.c,builtins.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,22,builtins/common.c,builtins.h,initialize_shell_builtins,shell_builtins,functionimpl,var,Use,3.0,True,65,53,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,22,builtins/common.c,builtins.h,initialize_shell_builtins,num_shell_builtins,functionimpl,var,Use,3.0,True,65,52,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,22,builtins/common.c,builtins.h,initialize_shell_builtins,builtin,functionimpl,type,Use,3.0,True,65,51,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
25,22,builtins/common.c,builtins.h,,builtins,file,type,Contain,3.0,False,,,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
23,12,builtins/bashgetopt.c,bashansi.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['general'],libbuiltins,general
186,194,lib/readline/misc.c,lib/readline/readline.h,rl_maybe_replace_line,undo_list,functionimpl,type,Cast,3.0,True,1754,1872,['libreadline'],['libreadline'],libreadline,libreadline
186,194,lib/readline/misc.c,lib/readline/readline.h,rl_maybe_unsave_line,undo_list,functionimpl,type,Cast,3.0,True,1756,1872,['libreadline'],['libreadline'],libreadline,libreadline
186,194,lib/readline/misc.c,lib/readline/readline.h,_rl_revert_all_lines,undo_list,functionimpl,type,Cast,3.0,True,1750,1872,['libreadline'],['libreadline'],libreadline,libreadline
186,194,lib/readline/misc.c,lib/readline/readline.h,_rl_arg_getchar,rl_message,functionimpl,functionproto,Call,1.0,True,1744,1868,['libreadline'],['libreadline'],libreadline,libreadline
186,194,lib/readline/misc.c,lib/readline/readline.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
186,194,lib/readline/misc.c,lib/readline/readline.h,rl_maybe_unsave_line,undo_list,functionimpl,type,Use,4.0,True,1756,1872,['libreadline'],['libreadline'],libreadline,libreadline
186,194,lib/readline/misc.c,lib/readline/readline.h,_rl_revert_all_lines,undo_list,functionimpl,type,Use,4.0,True,1750,1872,['libreadline'],['libreadline'],libreadline,libreadline
186,194,lib/readline/misc.c,lib/readline/readline.h,_rl_revert_all_lines,undo_list,functionimpl,type,Contain,2.0,True,1750,1872,['libreadline'],['libreadline'],libreadline,libreadline
333,307,test.c,pathexp.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
186,196,lib/readline/misc.c,lib/readline/rldefs.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
25,19,builtins/common.c,bashtypes.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['general'],libbuiltins,general
300,77,make_cmd.c,externs.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
179,178,lib/readline/histsearch.c,lib/readline/history.h,,,file,file,Import,1.0,False,,,['libhistory'],['libhistory'],libhistory,libhistory
179,176,lib/readline/histsearch.c,lib/readline/histlib.h,,,file,file,Import,1.0,False,,,['libhistory'],['libhistory'],libhistory,libhistory
262,316,lib/sh/stringvec.c,shell.h,,,file,file,Import,1.0,False,,,['libsh'],['general'],libsh,general
25,15,builtins/common.c,bashintl.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['general'],libbuiltins,general
25,12,builtins/common.c,bashansi.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['general'],libbuiltins,general
84,79,hashcmd.c,findcmd.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
186,197,lib/readline/misc.c,lib/readline/rlmbutil.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,rl_digit_loop,_rl_abort_internal,functionimpl,functionproto,Call,2.0,True,1752,1902,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_revert_all_lines,_rl_set_the_line,functionimpl,functionproto,Call,2.0,True,1750,1946,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_arg_overflow,_rl_arg_overflow,functionimpl,functionproto,Implement,7.0,True,1746,1907,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_arg_init,_rl_arg_init,functionimpl,functionproto,Implement,7.0,True,1745,1906,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_arg_getchar,_rl_arg_getchar,functionimpl,functionproto,Implement,7.0,True,1744,1905,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_reset_argument,_rl_reset_argument,functionimpl,functionproto,Implement,7.0,True,1749,1940,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_start_using_history,_rl_start_using_history,functionimpl,functionproto,Implement,7.0,True,1751,1947,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_free_saved_history_line,_rl_free_saved_history_line,functionimpl,functionproto,Implement,7.0,True,1747,1920,['libreadline'],['libreadline'],libreadline,libreadline
186,198,lib/readline/misc.c,lib/readline/rlprivate.h,_rl_revert_all_lines,_rl_revert_all_lines,functionimpl,functionproto,Implement,7.0,True,1750,1943,['libreadline'],['libreadline'],libreadline,libreadline
186,199,lib/readline/misc.c,lib/readline/rlshell.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
84,85,hashcmd.c,hashcmd.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
84,85,hashcmd.c,hashcmd.h,phash_create,phash_create,functionimpl,functionproto,Implement,2.0,True,696,703,['general'],['general'],general,general
84,85,hashcmd.c,hashcmd.h,phash_flush,phash_flush,functionimpl,functionproto,Implement,2.0,True,697,704,['general'],['general'],general,general
197,200,lib/readline/rlmbutil.h,lib/readline/rlstdc.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
214,220,lib/readline/undo.c,lib/readline/xmalloc.h,,,file,file,Import,1.0,False,,,['libreadline'],['libreadline'],libreadline,libreadline
321,307,stringlib.c,pathexp.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
23,26,builtins/bashgetopt.c,builtins/common.h,,,file,file,Import,1.0,False,,,['libbuiltins'],['libbuiltins'],libbuiltins,libbuiltins
23,33,builtins/bashgetopt.c,command.h,,command,file,type,Cast,3.0,False,,194,['libbuiltins'],['general'],libbuiltins,general
23,33,builtins/bashgetopt.c,command.h,reset_internal_getopt,word_list,functionimpl,type,Cast,3.0,True,55,212,['libbuiltins'],['general'],libbuiltins,general
23,33,builtins/bashgetopt.c,command.h,reset_internal_getopt,word_list,functionimpl,type,Use,1.0,True,55,212,['libbuiltins'],['general'],libbuiltins,general
23,33,builtins/bashgetopt.c,command.h,,command,file,type,Contain,4.0,False,,194,['libbuiltins'],['general'],libbuiltins,general
82,88,general.c,include/chartypes.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
82,89,general.c,include/filecntl.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
330,12,support/xcase.c,bashansi.h,,,file,file,Import,1.0,False,,,['support'],['general'],support,general
267,99,lib/sh/strtoimax.c,include/stdc.h,,,file,file,Import,1.0,False,,,['libsh'],['general'],libsh,general
323,99,subst.h,include/stdc.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
82,83,general.c,general.h,check_dev_tty,check_dev_tty,functionimpl,functionproto,Implement,3.0,True,638,683,['general'],['general'],general,general
82,83,general.c,general.h,tilde_initialize,tilde_initialize,functionimpl,functionproto,Implement,3.0,True,641,691,['general'],['general'],general,general
82,83,general.c,general.h,group_member,group_member,functionimpl,functionproto,Implement,3.0,True,639,687,['general'],['general'],general,general
321,316,stringlib.c,shell.h,,,file,file,Import,1.0,False,,,['general'],['general'],general,general
186,178,lib/readline/misc.c,lib/readline/history.h,,history,file,type,Cast,5.0,False,,,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,_rl_start_using_history,_hist_entry,functionimpl,type,Cast,5.0,True,1751,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,rl_maybe_unsave_line,_hist_entry,functionimpl,type,Cast,5.0,True,1756,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,rl_maybe_save_line,_hist_entry,functionimpl,type,Cast,5.0,True,1755,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,_rl_free_saved_history_line,_hist_entry,functionimpl,type,Cast,5.0,True,1747,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,,,file,file,Import,1.0,False,,,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,_rl_start_using_history,_hist_entry,functionimpl,type,Use,16.0,True,1751,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,rl_maybe_replace_line,_hist_entry,functionimpl,type,Use,16.0,True,1754,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,rl_maybe_unsave_line,_hist_entry,functionimpl,type,Use,16.0,True,1756,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,rl_maybe_save_line,_hist_entry,functionimpl,type,Use,16.0,True,1755,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,_rl_free_saved_history_line,_hist_entry,functionimpl,type,Use,16.0,True,1747,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,_rl_revert_all_lines,_hist_entry,functionimpl,type,Use,16.0,True,1750,1637,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,_rl_revert_all_lines,HIST_ENTRY,functionimpl,alias,Use,16.0,True,1750,1635,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,,history,file,type,Contain,4.0,False,,,['libreadline'],['libhistory'],libreadline,libhistory
186,178,lib/readline/misc.c,lib/readline/history.h,rl_maybe_replace_line,_hist_entry,functionimpl,type,Contain,4.0,True,1754,1637,['libreadline'],['libhistory'],libreadline,libhistory
