Source_ID,Target_ID,Source_File,Target_File,Source_Member,Target_Member,Source_Member_Type,Target_Member_Type,Dependency_Type,Dependency_Count,Is_Member_Level,Source_Member_ID,Target_Member_ID,Source_Modules,Target_Modules,Source_Module,Target_Module
5,3,net/sf/jabref/JabRefMain.java,net/sf/jabref/JabRefExecutorService.java,start,INSTANCE,function,var,Use,4.0,True,102.0,45.0,['gui'],['logic'],gui,logic
5,3,net/sf/jabref/JabRefMain.java,net/sf/jabref/JabRefExecutorService.java,,JabRefExecutorService,function,type,Use,4.0,False,,44.0,['gui'],['logic'],gui,logic
16,1092,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibEntry.java,,BibEntry,file,type,Import,1.0,False,,26064.0,['gui'],['model'],gui,model
16,1092,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibEntry.java,,BibEntry,function,type,Return,1.0,False,,26064.0,['gui'],['model'],gui,model
5,4,net/sf/jabref/JabRefMain.java,net/sf/jabref/JabRefGUI.java,,JabRefGUI,function,type,Call,1.0,False,,67.0,['gui'],['gui'],gui,gui
5,4,net/sf/jabref/JabRefMain.java,net/sf/jabref/JabRefGUI.java,,JabRefGUI,function,type,Use,1.0,False,,67.0,['gui'],['gui'],gui,gui
5,4,net/sf/jabref/JabRefMain.java,net/sf/jabref/JabRefGUI.java,,JabRefGUI,function,type,Create,1.0,False,,67.0,['gui'],['gui'],gui,gui
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,scanStrings,getName,function,function,Call,20.0,True,358.0,26281.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,scanStrings,getContent,function,function,Call,20.0,True,358.0,26279.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,scanStrings,getId,function,function,Call,20.0,True,358.0,26280.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,findString,getName,function,function,Call,20.0,True,351.0,26281.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,,BibtexString,file,type,Import,1.0,False,,26291.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,,BibtexString,function,type,Use,2.0,False,,26291.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,,BibtexString,var,type,Use,2.0,False,,26291.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,,BibtexString,var,type,Parameter,1.0,False,,26291.0,['gui'],['model'],gui,model
16,1098,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/entry/BibtexString.java,,BibtexString,function,type,Contain,9.0,False,,26291.0,['gui'],['model'],gui,model
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,,ArgumentProcessor,function,type,Call,4.0,False,,132.0,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,start,shouldShutDown,function,function,Call,4.0,True,102.0,131.0,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,start,getParserResults,function,function,Call,4.0,True,102.0,121.0,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,start,isBlank,function,function,Call,4.0,True,102.0,127.0,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,,ArgumentProcessor,file,type,Import,1.0,False,,132.0,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,,ArgumentProcessor,function,type,Create,1.0,False,,132.0,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,start,INITIAL_START,function,var,Use,3.0,True,102.0,,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,start,Mode,function,type,Use,3.0,True,102.0,,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,,ArgumentProcessor,function,type,Use,3.0,False,,132.0,['gui'],['cli'],gui,cli
5,6,net/sf/jabref/JabRefMain.java,net/sf/jabref/cli/ArgumentProcessor.java,,ArgumentProcessor,function,type,Contain,1.0,False,,132.0,['gui'],['cli'],gui,cli
631,629,net/sf/jabref/logic/importer/fileformat/medline/Sections.java,net/sf/jabref/logic/importer/fileformat/medline/Section.java,,Section,var,type,Use,1.0,False,,17113.0,['logic'],['logic'],logic,logic
631,629,net/sf/jabref/logic/importer/fileformat/medline/Sections.java,net/sf/jabref/logic/importer/fileformat/medline/Section.java,,Section,var,type,Parameter,1.0,False,,17113.0,['logic'],['logic'],logic,logic
851,672,net/sf/jabref/logic/importer/fileformat/mods/RelatedItemDefinition.java,net/sf/jabref/logic/importer/fileformat/mods/PartDefinition.java,RelatedItemDefinition,PartDefinition,type,type,Use,1.0,False,22058.0,18030.0,['logic'],['logic'],logic,logic
297,1160,net/sf/jabref/gui/push/PushToTexmaker.java,net/sf/jabref/preferences/JabRefPreferences.java,,JabRefPreferences,file,type,Import,1.0,False,,27724.0,['gui'],['preferences'],gui,preferences
297,1160,net/sf/jabref/gui/push/PushToTexmaker.java,net/sf/jabref/preferences/JabRefPreferences.java,initParameters,TEXMAKER_PATH,function,var,Use,2.0,True,9916.0,27965.0,['gui'],['preferences'],gui,preferences
297,1160,net/sf/jabref/gui/push/PushToTexmaker.java,net/sf/jabref/preferences/JabRefPreferences.java,,JabRefPreferences,function,type,Use,2.0,False,,27724.0,['gui'],['preferences'],gui,preferences
428,1092,net/sf/jabref/logic/exporter/IExportFormat.java,net/sf/jabref/model/entry/BibEntry.java,,BibEntry,file,type,Import,1.0,False,,26064.0,['logic'],['model'],logic,model
686,813,net/sf/jabref/logic/importer/fileformat/mods/StringPlusLanguage.java,net/sf/jabref/logic/importer/fileformat/mods/DateDefinition.java,,DateDefinition,file,type,Use,1.0,False,,21201.0,['logic'],['logic'],logic,logic
1176,1186,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/listener/OracleNotificationListener.java,,OracleNotificationListener,function,type,Call,1.0,False,,28573.0,['logic'],['logic'],logic,logic
1176,1186,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/listener/OracleNotificationListener.java,,OracleNotificationListener,file,type,Import,1.0,False,,28573.0,['logic'],['logic'],logic,logic
1176,1186,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/listener/OracleNotificationListener.java,,OracleNotificationListener,function,type,Use,1.0,False,,28573.0,['logic'],['logic'],logic,logic
1176,1186,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/listener/OracleNotificationListener.java,,OracleNotificationListener,function,type,Create,1.0,False,,28573.0,['logic'],['logic'],logic,logic
1176,1186,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/listener/OracleNotificationListener.java,OracleProcessor,OracleNotificationListener,type,type,Contain,1.0,False,28503.0,28573.0,['logic'],['logic'],logic,logic
267,31,net/sf/jabref/gui/preftabs/BibtexKeyPatternPrefTab.java,net/sf/jabref/gui/BasePanel.java,,BasePanel,file,type,Import,1.0,False,,751.0,['gui'],['gui'],gui,gui
267,31,net/sf/jabref/gui/preftabs/BibtexKeyPatternPrefTab.java,net/sf/jabref/gui/BasePanel.java,,BasePanel,function,type,Parameter,1.0,False,,751.0,['gui'],['gui'],gui,gui
946,912,net/sf/jabref/logic/layout/format/EntryTypeFormatter.java,net/sf/jabref/logic/layout/LayoutFormatter.java,,LayoutFormatter,file,type,Import,1.0,False,,23066.0,['logic'],['logic'],logic,logic
946,912,net/sf/jabref/logic/layout/format/EntryTypeFormatter.java,net/sf/jabref/logic/layout/LayoutFormatter.java,EntryTypeFormatter,LayoutFormatter,type,type,Implement,1.0,False,23347.0,23066.0,['logic'],['logic'],logic,logic
218,898,net/sf/jabref/gui/journals/ManageJournalsPanel.java,net/sf/jabref/logic/journals/Abbreviation.java,setJournals,getName,function,function,Call,2.0,True,,22817.0,['gui'],['logic'],gui,logic
218,898,net/sf/jabref/gui/journals/ManageJournalsPanel.java,net/sf/jabref/logic/journals/Abbreviation.java,setJournals,getIsoAbbreviation,function,function,Call,2.0,True,,22815.0,['gui'],['logic'],gui,logic
218,898,net/sf/jabref/gui/journals/ManageJournalsPanel.java,net/sf/jabref/logic/journals/Abbreviation.java,,Abbreviation,file,type,Import,1.0,False,,22821.0,['gui'],['logic'],gui,logic
218,898,net/sf/jabref/gui/journals/ManageJournalsPanel.java,net/sf/jabref/logic/journals/Abbreviation.java,,Abbreviation,var,type,Use,2.0,False,,22821.0,['gui'],['logic'],gui,logic
218,898,net/sf/jabref/gui/journals/ManageJournalsPanel.java,net/sf/jabref/logic/journals/Abbreviation.java,,Abbreviation,var,type,Parameter,2.0,False,,22821.0,['gui'],['logic'],gui,logic
218,898,net/sf/jabref/gui/journals/ManageJournalsPanel.java,net/sf/jabref/logic/journals/Abbreviation.java,,Abbreviation,function,type,Contain,1.0,False,,22821.0,['gui'],['logic'],gui,logic
686,805,net/sf/jabref/logic/importer/fileformat/mods/StringPlusLanguage.java,net/sf/jabref/logic/importer/fileformat/mods/AbstractDefinition.java,,AbstractDefinition,file,type,Use,1.0,False,,21029.0,['logic'],['logic'],logic,logic
851,696,net/sf/jabref/logic/importer/fileformat/mods/RelatedItemDefinition.java,net/sf/jabref/logic/importer/fileformat/mods/TitleInfoDefinition.java,RelatedItemDefinition,TitleInfoDefinition,type,type,Use,1.0,False,22058.0,18587.0,['logic'],['logic'],logic,logic
459,461,net/sf/jabref/logic/formatter/casechanger/Title.java,net/sf/jabref/logic/formatter/casechanger/TitleParser.java,Title,parse,function,function,Call,2.0,True,13087.0,13105.0,['logic'],['logic'],logic,logic
459,461,net/sf/jabref/logic/formatter/casechanger/Title.java,net/sf/jabref/logic/formatter/casechanger/TitleParser.java,,TitleParser,function,type,Call,2.0,False,,13107.0,['logic'],['logic'],logic,logic
459,461,net/sf/jabref/logic/formatter/casechanger/Title.java,net/sf/jabref/logic/formatter/casechanger/TitleParser.java,,TitleParser,function,type,Create,1.0,False,,13107.0,['logic'],['logic'],logic,logic
459,463,net/sf/jabref/logic/formatter/casechanger/Title.java,net/sf/jabref/logic/formatter/casechanger/Word.java,,Word,var,type,Use,2.0,False,,13134.0,['logic'],['logic'],logic,logic
459,463,net/sf/jabref/logic/formatter/casechanger/Title.java,net/sf/jabref/logic/formatter/casechanger/Word.java,,Word,function,type,Use,2.0,False,,13134.0,['logic'],['logic'],logic,logic
459,463,net/sf/jabref/logic/formatter/casechanger/Title.java,net/sf/jabref/logic/formatter/casechanger/Word.java,,Word,var,type,Parameter,1.0,False,,13134.0,['logic'],['logic'],logic,logic
113,51,net/sf/jabref/gui/entryeditor/FieldExtraComponents.java,net/sf/jabref/gui/JabRefFrame.java,getDoiExtraComponent,setStatus,function,function,Call,1.0,True,3804.0,1830.0,['gui'],['gui'],gui,gui
121,904,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Encodings.java,,Encodings,file,type,Import,1.0,False,,22919.0,['gui'],['logic'],gui,logic
121,904,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Encodings.java,saveDatabase,ENCODINGS_DISPLAYNAMES,function,var,Use,2.0,True,4029.0,22921.0,['gui'],['logic'],gui,logic
121,904,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Encodings.java,,Encodings,function,type,Use,2.0,False,,22919.0,['gui'],['logic'],gui,logic
16,1076,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseMode.java,storeTempDatabase,fromPreference,function,function,Call,1.0,True,359.0,25748.0,['gui'],['model'],gui,model
16,1076,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseMode.java,,BibDatabaseMode,file,type,Import,1.0,False,,25753.0,['gui'],['model'],gui,model
16,1076,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseMode.java,,BibDatabaseMode,function,type,Use,1.0,False,,25753.0,['gui'],['model'],gui,model
16,1075,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseContext.java,ChangeScanner,getMetaData,function,function,Call,3.0,True,347.0,25719.0,['gui'],['model'],gui,model
16,1075,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseContext.java,storeTempDatabase,getMetaData,function,function,Call,3.0,True,359.0,25719.0,['gui'],['model'],gui,model
16,1075,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseContext.java,,BibDatabaseContext,function,type,Call,3.0,False,,25725.0,['gui'],['model'],gui,model
16,1075,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseContext.java,,BibDatabaseContext,file,type,Import,1.0,False,,25725.0,['gui'],['model'],gui,model
16,1075,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabaseContext.java,,BibDatabaseContext,function,type,Create,1.0,False,,25725.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,run,getSorter,function,function,Call,24.0,True,352.0,25642.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,scanPreamble,getPreamble,function,function,Call,24.0,True,356.0,25639.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,scanStrings,hasNoStrings,function,function,Call,24.0,True,358.0,25649.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,scanStrings,getStringCount,function,function,Call,24.0,True,358.0,25644.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,scanStrings,getStringKeySet,function,function,Call,24.0,True,358.0,25645.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,scanStrings,getString,function,function,Call,24.0,True,358.0,25643.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,findString,hasStringLabel,function,function,Call,24.0,True,351.0,25650.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,findString,getStringKeySet,function,function,Call,24.0,True,351.0,25645.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,findString,getString,function,function,Call,24.0,True,351.0,25643.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,,BibDatabase,file,type,Import,1.0,False,,25664.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,,BibDatabase,function,type,Use,2.0,False,,25664.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,,BibDatabase,function,type,Parameter,7.0,False,,25664.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,ChangeScanner,BibDatabase,type,type,Contain,3.0,False,360.0,25664.0,['gui'],['model'],gui,model
16,1074,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/BibDatabase.java,,BibDatabase,function,type,Contain,3.0,False,,25664.0,['gui'],['model'],gui,model
47,467,net/sf/jabref/gui/GenFieldsCustomizer.java,net/sf/jabref/logic/help/HelpFile.java,,HelpFile,file,type,Import,1.0,False,,13200.0,['gui'],['logic'],gui,logic
47,467,net/sf/jabref/gui/GenFieldsCustomizer.java,net/sf/jabref/logic/help/HelpFile.java,GenFieldsCustomizer,GENERAL_FIELDS,function,var,Use,2.0,True,1557.0,13226.0,['gui'],['logic'],gui,logic
47,467,net/sf/jabref/gui/GenFieldsCustomizer.java,net/sf/jabref/logic/help/HelpFile.java,,HelpFile,function,type,Use,2.0,False,,13200.0,['gui'],['logic'],gui,logic
851,693,net/sf/jabref/logic/importer/fileformat/mods/RelatedItemDefinition.java,net/sf/jabref/logic/importer/fileformat/mods/TargetAudienceDefinition.java,RelatedItemDefinition,TargetAudienceDefinition,type,type,Use,1.0,False,22058.0,18494.0,['logic'],['logic'],logic,logic
499,1092,net/sf/jabref/logic/importer/fetcher/DoiFetcher.java,net/sf/jabref/model/entry/BibEntry.java,,BibEntry,file,type,Import,1.0,False,,26064.0,['logic'],['model'],logic,model
686,837,net/sf/jabref/logic/importer/fileformat/mods/StringPlusLanguage.java,net/sf/jabref/logic/importer/fileformat/mods/NonSort.java,,NonSort,file,type,Use,1.0,False,,21520.0,['logic'],['logic'],logic,logic
686,836,net/sf/jabref/logic/importer/fileformat/mods/StringPlusLanguage.java,net/sf/jabref/logic/importer/fileformat/mods/NamePartDefinition.java,,NamePartDefinition,file,type,Use,1.0,False,,21515.0,['logic'],['logic'],logic,logic
121,906,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Localization.java,init,lang,function,function,Call,27.0,True,4020.0,22930.0,['gui'],['logic'],gui,logic
121,906,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Localization.java,update,lang,function,function,Call,27.0,True,4030.0,22930.0,['gui'],['logic'],gui,logic
121,906,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Localization.java,saveDatabase,lang,function,function,Call,27.0,True,4029.0,22930.0,['gui'],['logic'],gui,logic
121,906,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Localization.java,checkExternalModification,lang,function,function,Call,27.0,True,4019.0,22930.0,['gui'],['logic'],gui,logic
121,906,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Localization.java,,Localization,file,type,Import,1.0,False,,22934.0,['gui'],['logic'],gui,logic
121,906,net/sf/jabref/gui/exporter/SaveDatabaseAction.java,net/sf/jabref/logic/l10n/Localization.java,,Localization,function,type,Use,27.0,False,,22934.0,['gui'],['logic'],gui,logic
66,326,net/sf/jabref/gui/actions/AutoLinkFilesAction.java,net/sf/jabref/gui/undo/NamedCompound.java,,NamedCompound,function,type,Call,2.0,False,,10448.0,['gui'],['gui'],gui,gui
66,326,net/sf/jabref/gui/actions/AutoLinkFilesAction.java,net/sf/jabref/gui/undo/NamedCompound.java,actionPerformed,hasEdits,function,function,Call,2.0,True,2621.0,10447.0,['gui'],['gui'],gui,gui
66,326,net/sf/jabref/gui/actions/AutoLinkFilesAction.java,net/sf/jabref/gui/undo/NamedCompound.java,,NamedCompound,file,type,Import,1.0,False,,10448.0,['gui'],['gui'],gui,gui
66,326,net/sf/jabref/gui/actions/AutoLinkFilesAction.java,net/sf/jabref/gui/undo/NamedCompound.java,,NamedCompound,function,type,Create,1.0,False,,10448.0,['gui'],['gui'],gui,gui
66,326,net/sf/jabref/gui/actions/AutoLinkFilesAction.java,net/sf/jabref/gui/undo/NamedCompound.java,,NamedCompound,function,type,Contain,1.0,False,,10448.0,['gui'],['gui'],gui,gui
66,325,net/sf/jabref/gui/actions/AutoLinkFilesAction.java,net/sf/jabref/gui/undo/CountingUndoManager.java,actionPerformed,addEdit,function,function,Call,1.0,True,2621.0,10423.0,['gui'],['gui'],gui,gui
16,1081,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/EntrySorter.java,scanEntries,getEntryCount,function,function,Call,27.0,True,353.0,25801.0,['gui'],['model'],gui,model
16,1081,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/EntrySorter.java,scanEntries,getEntryAt,function,function,Call,27.0,True,353.0,25800.0,['gui'],['model'],gui,model
16,1081,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/EntrySorter.java,bestFit,getEntryCount,function,function,Call,27.0,True,348.0,25801.0,['gui'],['model'],gui,model
16,1081,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/EntrySorter.java,bestFit,getEntryAt,function,function,Call,27.0,True,348.0,25800.0,['gui'],['model'],gui,model
16,1081,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/EntrySorter.java,,EntrySorter,file,type,Import,1.0,False,,25802.0,['gui'],['model'],gui,model
16,1081,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/EntrySorter.java,,EntrySorter,function,type,Parameter,5.0,False,,25802.0,['gui'],['model'],gui,model
16,1081,net/sf/jabref/collab/ChangeScanner.java,net/sf/jabref/model/database/EntrySorter.java,,EntrySorter,function,type,Contain,3.0,False,,25802.0,['gui'],['model'],gui,model
1157,232,net/sf/jabref/pdfimport/PdfImporter.java,net/sf/jabref/gui/maintable/MainTable.java,,MainTable,file,type,Import,1.0,False,,7537.0,['gui'],['gui'],gui,gui
1157,232,net/sf/jabref/pdfimport/PdfImporter.java,net/sf/jabref/gui/maintable/MainTable.java,,MainTable,function,type,Use,1.0,False,,7537.0,['gui'],['gui'],gui,gui
1157,232,net/sf/jabref/pdfimport/PdfImporter.java,net/sf/jabref/gui/maintable/MainTable.java,,MainTable,function,type,Parameter,1.0,False,,7537.0,['gui'],['gui'],gui,gui
1157,232,net/sf/jabref/pdfimport/PdfImporter.java,net/sf/jabref/gui/maintable/MainTable.java,PdfImporter,MainTable,type,type,Contain,1.0,False,27587.0,7537.0,['gui'],['gui'],gui,gui
428,1075,net/sf/jabref/logic/exporter/IExportFormat.java,net/sf/jabref/model/database/BibDatabaseContext.java,,BibDatabaseContext,file,type,Import,1.0,False,,25725.0,['logic'],['model'],logic,model
428,1075,net/sf/jabref/logic/exporter/IExportFormat.java,net/sf/jabref/model/database/BibDatabaseContext.java,,BibDatabaseContext,function,type,Parameter,2.0,False,,25725.0,['logic'],['model'],logic,model
81,906,net/sf/jabref/gui/actions/NewEntryAction.java,net/sf/jabref/logic/l10n/Localization.java,NewEntryAction,menuTitle,function,function,Call,2.0,True,2868.0,22931.0,['gui'],['logic'],gui,logic
81,906,net/sf/jabref/gui/actions/NewEntryAction.java,net/sf/jabref/logic/l10n/Localization.java,NewEntryAction,lang,function,function,Call,2.0,True,2868.0,22930.0,['gui'],['logic'],gui,logic
81,906,net/sf/jabref/gui/actions/NewEntryAction.java,net/sf/jabref/logic/l10n/Localization.java,,Localization,file,type,Import,1.0,False,,22934.0,['gui'],['logic'],gui,logic
81,906,net/sf/jabref/gui/actions/NewEntryAction.java,net/sf/jabref/logic/l10n/Localization.java,,Localization,function,type,Use,2.0,False,,22934.0,['gui'],['logic'],gui,logic
1176,1173,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/DBMSSynchronizer.java,,DBMSSynchronizer,function,type,Parameter,1.0,False,,28441.0,['logic'],['logic'],logic,logic
1176,1172,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/DBMSProcessor.java,,DBMSProcessor,function,type,Call,1.0,False,,28372.0,['logic'],['logic'],logic,logic
1176,1172,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/DBMSProcessor.java,OracleProcessor,DBMSProcessor,type,type,Extend,1.0,False,28503.0,28372.0,['logic'],['logic'],logic,logic
1176,1172,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/DBMSProcessor.java,setUp,connection,function,var,Use,8.0,True,28500.0,28376.0,['logic'],['logic'],logic,logic
1176,1172,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/DBMSProcessor.java,startNotificationListener,connection,function,var,Use,8.0,True,28501.0,28376.0,['logic'],['logic'],logic,logic
1176,1172,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/DBMSProcessor.java,startNotificationListener,LOGGER,function,var,Use,8.0,True,28501.0,28373.0,['logic'],['logic'],logic,logic
1176,1172,net/sf/jabref/shared/OracleProcessor.java,net/sf/jabref/shared/DBMSProcessor.java,stopNotificationListener,LOGGER,function,var,Use,8.0,True,28502.0,28373.0,['logic'],['logic'],logic,logic
527,487,net/sf/jabref/logic/importer/fileformat/PdfXmpImporter.java,net/sf/jabref/logic/importer/ParserResult.java,,ParserResult,function,type,Call,2.0,False,,13432.0,['logic'],['logic'],logic,logic
527,487,net/sf/jabref/logic/importer/fileformat/PdfXmpImporter.java,net/sf/jabref/logic/importer/ParserResult.java,importDatabase,fromErrorMessage,function,function,Call,2.0,True,14692.0,13410.0,['logic'],['logic'],logic,logic
527,487,net/sf/jabref/logic/importer/fileformat/PdfXmpImporter.java,net/sf/jabref/logic/importer/ParserResult.java,,ParserResult,file,type,Import,1.0,False,,13432.0,['logic'],['logic'],logic,logic
