File,ID,Member_Name,Member_Type,Entity,Member_ID,Module,Module_List,Duplicated
core/manager/include/hdf_host_info.h,48,HdfHostInfoDelete,functionproto,core/manager/include/hdf_host_info.h,716,manager,['manager'],False
include/utils/hdf_log.h,144,hdf_log,file,include/utils/hdf_log.h,1779,utils,['utils'],False
include/core/hdf_device_desc.h,96,HdfDeviceSendEvent,functionproto,include/core/hdf_device_desc.h,1232,common,['common'],False
include/core/hdf_device_desc.h,96,hdf_device_desc,file,include/core/hdf_device_desc.h,1228,common,['common'],False
include/core/hdf_device_desc.h,96,IDeviceIoService,type,include/core/hdf_device_desc.h,1240,common,['common'],False
include/core/hdf_device_desc.h,96,HdfDeviceObject,type,include/core/hdf_device_desc.h,1238,common,['common'],False
include/core/hdf_device_desc.h,96,HdfDeviceIoClient,type,include/core/hdf_device_desc.h,1237,common,['common'],False
include/core/hdf_device_desc.h,96,HdfDriverEntry,type,include/core/hdf_device_desc.h,1239,common,['common'],False
core/common/src/hdf_attribute.c,11,GetHdfManagerNode,functionimpl,core/common/src/hdf_attribute.c,215,common,['common'],False
include/utils/device_resource_if.h,140,DeviceResourceNode,type,include/utils/device_resource_if.h,1761,utils,['utils'],False
core/common/src/hdf_attribute.c,11,GetHostNode,functionimpl,core/common/src/hdf_attribute.c,217,common,['common'],False
core/common/src/hdf_attribute.c,11,HdfAttributeManagerGetHostList,functionimpl,core/common/src/hdf_attribute.c,219,common,['common'],False
core/common/src/hdf_attribute.c,11,GetDevcieNodeList,functionimpl,core/common/src/hdf_attribute.c,213,common,['common'],False
core/common/src/hdf_attribute.c,11,HdfAttributeManagerGetDeviceList,functionimpl,core/common/src/hdf_attribute.c,218,common,['common'],False
core/common/src/hdf_attribute.c,11,GetHostInfo,functionimpl,core/common/src/hdf_attribute.c,216,common,['common'],False
core/common/src/hdf_attribute.c,11,GetDeviceNodeInfo,functionimpl,core/common/src/hdf_attribute.c,214,common,['common'],False
include/wifi/wifi_inc.h,153,wifi_inc,file,include/wifi/wifi_inc.h,1913,network,['network'],False
core/common/src/hdf_attribute.c,11,hdf_attribute,file,core/common/src/hdf_attribute.c,211,common,['common'],False
include/utils/hdf_sbuf.h,145,HdfSbufRecycle,functionproto,include/utils/hdf_sbuf.h,1807,utils,['utils'],False
include/utils/hdf_base.h,142,,type,include/utils/hdf_base.h,1764,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufWriteInt32,functionproto,include/utils/hdf_sbuf.h,1819,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufWriteUint32,functionproto,include/utils/hdf_sbuf.h,1826,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufReadInt32,functionproto,include/utils/hdf_sbuf.h,1796,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufReadString,functionproto,include/utils/hdf_sbuf.h,1800,utils,['utils'],False
include/bluetooth/hdf_chip_config.h,95,ParsePowersConfig,functionimpl,include/bluetooth/hdf_chip_config.h,1207,network,['network'],False
include/bluetooth/hdf_chip_config.h,95,ClearChipConfig,functionimpl,include/bluetooth/hdf_chip_config.h,1204,network,['network'],False
include/bluetooth/hdf_chip_config.h,95,hdf_chip_config,file,include/bluetooth/hdf_chip_config.h,1203,network,['network'],False
include/platform/sdio_if.h,135,sdio_if,file,include/platform/sdio_if.h,1685,platform,['platform'],False
include/platform/mmc_if.h,127,mmc_if,file,include/platform/mmc_if.h,1610,platform,['platform'],False
include/platform/sdio_if.h,135,SdioOpen,functionproto,include/platform/sdio_if.h,1694,platform,['platform'],False
include/platform/platform_if.h,130,DevHandle,alias,include/platform/platform_if.h,1630,platform,['platform'],False
include/platform/sdio_if.h,135,SdioClose,functionproto,include/platform/sdio_if.h,1688,platform,['platform'],False
include/platform/sdio_if.h,135,SdioReadBytes,functionproto,include/platform/sdio_if.h,1695,platform,['platform'],False
include/platform/sdio_if.h,135,SdioWriteBytes,functionproto,include/platform/sdio_if.h,1702,platform,['platform'],False
include/platform/sdio_if.h,135,SdioReadBytesFromFixedAddr,functionproto,include/platform/sdio_if.h,1696,platform,['platform'],False
include/platform/sdio_if.h,135,SdioWriteBytesToFixedAddr,functionproto,include/platform/sdio_if.h,1703,platform,['platform'],False
include/platform/sdio_if.h,135,SdioReadBytesFromFunc0,functionproto,include/platform/sdio_if.h,1697,platform,['platform'],False
include/platform/sdio_if.h,135,SdioWriteBytesToFunc0,functionproto,include/platform/sdio_if.h,1704,platform,['platform'],False
include/platform/sdio_if.h,135,SdioSetBlockSize,functionproto,include/platform/sdio_if.h,1700,platform,['platform'],False
include/platform/sdio_if.h,135,SdioGetCommonInfo,functionproto,include/platform/sdio_if.h,1692,platform,['platform'],False
include/platform/sdio_if.h,135,SdioSetCommonInfo,functionproto,include/platform/sdio_if.h,1701,platform,['platform'],False
include/platform/sdio_if.h,135,SdioFlushData,functionproto,include/platform/sdio_if.h,1691,platform,['platform'],False
include/platform/sdio_if.h,135,SdioClaimHost,functionproto,include/platform/sdio_if.h,1686,platform,['platform'],False
include/platform/sdio_if.h,135,SdioReleaseHost,functionproto,include/platform/sdio_if.h,1698,platform,['platform'],False
include/platform/sdio_if.h,135,SdioEnableFunc,functionproto,include/platform/sdio_if.h,1690,platform,['platform'],False
include/platform/sdio_if.h,135,SdioDisableFunc,functionproto,include/platform/sdio_if.h,1689,platform,['platform'],False
include/platform/sdio_if.h,135,SdioClaimIrq,functionproto,include/platform/sdio_if.h,1687,platform,['platform'],False
include/platform/sdio_if.h,135,SdioReleaseIrq,functionproto,include/platform/sdio_if.h,1699,platform,['platform'],False
include/bluetooth/hdf_chip_config.h,95,ParsePowerConfig,functionimpl,include/bluetooth/hdf_chip_config.h,1206,network,['network'],False
include/utils/device_resource_if.h,140,DeviceResourceGetIfaceInstance,functionproto,include/utils/device_resource_if.h,1757,utils,['utils'],False
include/bluetooth/hdf_chip_config.h,95,ParseResetConfig,functionimpl,include/bluetooth/hdf_chip_config.h,1208,network,['network'],False
include/bluetooth/hdf_chip_config.h,95,ParseChipConfig,functionimpl,include/bluetooth/hdf_chip_config.h,1205,network,['network'],False
include/utils/device_resource_if.h,140,device_resource_if,file,include/utils/device_resource_if.h,1755,utils,['utils'],False
include/utils/device_resource_if.h,140,DeviceResourceIface,type,include/utils/device_resource_if.h,1760,utils,['utils'],False
core/host/include/hdf_service_observer.h,25,hdf_service_observer,file,core/host/include/hdf_service_observer.h,396,kernal_host,['kernal_host'],False
core/host/include/hdf_service_subscriber.h,26,hdf_service_subscriber,file,core/host/include/hdf_service_subscriber.h,403,kernal_host,['kernal_host'],False
include/platform/sdio_if.h,135,SdioFunctionConfig,type,include/platform/sdio_if.h,1706,platform,['platform'],False
include/platform/sdio_if.h,135,SdioCommonInfo,alias,include/platform/sdio_if.h,1683,platform,['platform'],False
include/platform/sdio_if.h,135,SdioCommonInfoType,alias,include/platform/sdio_if.h,1684,platform,['platform'],False
include/platform/sdio_if.h,135,,type,include/platform/sdio_if.h,1705,platform,['platform'],False
core/host/include/hdf_service_observer.h,25,HdfServiceObserverConstruct,functionproto,core/host/include/hdf_service_observer.h,397,kernal_host,['kernal_host'],False
core/host/include/hdf_service_observer.h,25,HdfServiceObserver,type,core/host/include/hdf_service_observer.h,402,kernal_host,['kernal_host'],False
core/host/include/hdf_service_observer.h,25,HdfServiceObserverDestruct,functionproto,core/host/include/hdf_service_observer.h,398,kernal_host,['kernal_host'],False
core/host/include/hdf_service_observer.h,25,HdfServiceObserverRemoveRecord,functionproto,core/host/include/hdf_service_observer.h,400,kernal_host,['kernal_host'],False
include/utils/hdf_sbuf.h,145,HdfSbufReadUint32,functionproto,include/utils/hdf_sbuf.h,1803,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufWriteBuffer,functionproto,include/utils/hdf_sbuf.h,1814,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufReadBuffer,functionproto,include/utils/hdf_sbuf.h,1791,utils,['utils'],False
include/osal/osal_timer.h,116,osal_timer,file,include/osal/osal_timer.h,1440,osal,['osal'],False
include/wifi/hdf_ibus_intf.h,147,BusDev,type,include/wifi/hdf_ibus_intf.h,1851,network,['network'],False
include/wifi/hdf_ibus_intf.h,147,HdfWlanCreateBusManager,functionproto,include/wifi/hdf_ibus_intf.h,1848,network,['network'],False
include/utils/hdf_sbuf.h,145,HdfSbufFlush,functionproto,include/utils/hdf_sbuf.h,1783,utils,['utils'],False
include/platform/emmc_if.h,119,EmmcOpen,functionimpl,include/platform/emmc_if.h,1458,platform,['platform'],False
include/platform/emmc_if.h,119,EmmcClose,functionimpl,include/platform/emmc_if.h,1457,platform,['platform'],False
include/platform/emmc_if.h,119,emmc_if,file,include/platform/emmc_if.h,1456,platform,['platform'],False
include/platform/emmc_if.h,119,EmmcGetCid,functionproto,include/platform/emmc_if.h,1459,platform,['platform'],False
include/platform/emmc_if.h,119,EmmcGetHuid,functionproto,include/platform/emmc_if.h,1460,platform,['platform'],False
include/wifi/wifi_inc.h,153,WifiMainFeatureType,type,include/wifi/wifi_inc.h,1915,network,['network'],False
include/wifi/wifi_inc.h,153,WifiBusType,type,include/wifi/wifi_inc.h,1914,network,['network'],False
include/platform/pcie_if.h,128,pcie_if,file,include/platform/pcie_if.h,1615,platform,['platform'],False
include/osal/osal_time.h,115,OsalGetTime,functionproto,include/osal/osal_time.h,1432,osal,['osal'],False
include/osal/osal_time.h,115,,type,include/osal/osal_time.h,1438,osal,['osal'],False
include/osal/osal_mutex.h,111,OsalMutexLock,functionproto,include/osal/osal_mutex.h,1397,osal,['osal'],False
include/audio/audio_codec_if.h,89,,functionproto,include/audio/audio_codec_if.h,1159,audio,['audio'],False
include/audio/audio_codec_if.h,89,CodecDevice,type,include/audio/audio_codec_if.h,1161,audio,['audio'],False
include/audio/audio_codec_if.h,89,CodecData,type,include/audio/audio_codec_if.h,1160,audio,['audio'],False
core/shared/src/hdf_device_info.c,81,HdfDeviceInfoDelete,functionimpl,core/shared/src/hdf_device_info.c,1096,common,['common'],False
include/platform/mipi_dsi_if.h,126,mipi_dsi_if,file,include/platform/mipi_dsi_if.h,1592,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,DsiCmdDesc,type,include/platform/mipi_dsi_if.h,1604,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiCfg,type,include/platform/mipi_dsi_if.h,1609,platform,['platform'],False
include/core/hdf_io_service_if.h,97,hdf_io_service_if,file,include/core/hdf_io_service_if.h,1243,common,['common'],False
include/audio/audio_codec_if.h,89,CodecHost,type,include/audio/audio_codec_if.h,1162,audio,['audio'],False
include/utils/hdf_workqueue.h,146,hdf_workqueue,file,include/utils/hdf_workqueue.h,1833,utils,['utils'],False
include/utils/hdf_workqueue.h,146,,type,include/utils/hdf_workqueue.h,1845,utils,['utils'],False
core/host/include/hdf_device_node.h,18,hdf_device_node,file,core/host/include/hdf_device_node.h,335,kernal_host,['kernal_host'],False
core/shared/include/hdf_device_info.h,70,hdf_device_info,file,core/shared/include/hdf_device_info.h,1017,common,['common'],False
core/host/include/hdf_device_node.h,18,HdfDeviceNodeNewInstance,functionproto,core/host/include/hdf_device_node.h,343,kernal_host,['kernal_host'],False
core/shared/include/hdf_device_info.h,70,HdfDeviceInfo,type,core/shared/include/hdf_device_info.h,1023,common,['common'],False
core/shared/include/hdf_driver.h,71,hdf_driver,file,core/shared/include/hdf_driver.h,1024,common,['common'],False
core/shared/include/hdf_driver.h,71,HdfDriver,type,core/shared/include/hdf_driver.h,1031,common,['common'],False
core/host/include/hdf_device_node.h,18,HdfDeviceNode,type,core/host/include/hdf_device_node.h,348,kernal_host,['kernal_host'],False
core/manager/src/devsvc_manager.c,53,DevSvcManagerAddService,functionimpl,core/manager/src/devsvc_manager.c,800,manager,['manager'],False
core/manager/src/devsvc_manager.c,53,DevSvcManagerUpdateService,functionimpl,core/manager/src/devsvc_manager.c,814,manager,['manager'],False
core/manager/src/devsvc_manager.c,53,DevSvcManagerRemoveService,functionimpl,core/manager/src/devsvc_manager.c,809,manager,['manager'],False
core/manager/src/devsvc_manager.c,53,DevSvcManagerGetObject,functionimpl,core/manager/src/devsvc_manager.c,804,manager,['manager'],False
core/manager/src/devsvc_manager.c,53,devsvc_manager,file,core/manager/src/devsvc_manager.c,799,manager,['manager'],False
include/core/hdf_object.h,98,hdf_object,file,include/core/hdf_object.h,1264,common,['common'],False
core/host/include/hdf_device_node.h,18,IDeviceNode,type,core/host/include/hdf_device_node.h,349,kernal_host,['kernal_host'],False
include/core/hdf_pm.h,99,hdf_pm,file,include/core/hdf_pm.h,1266,common,['common'],False
core/host/include/hdf_device_node.h,18,HdfDeviceNodeAddPowerStateListener,functionproto,core/host/include/hdf_device_node.h,338,kernal_host,['kernal_host'],False
include/core/hdf_pm.h,99,IPowerEventListener,type,include/core/hdf_pm.h,1275,common,['common'],False
core/host/include/hdf_device_node.h,18,HdfDeviceNodeRemovePowerStateListener,functionproto,core/host/include/hdf_device_node.h,345,kernal_host,['kernal_host'],False
core/host/src/hdf_device_node.c,32,HdfDeviceNodeAddPowerStateListener,functionimpl,core/host/src/hdf_device_node.c,504,kernal_host,['kernal_host'],False
core/host/src/hdf_device_node.c,32,HdfDeviceNodeRemovePowerStateListener,functionimpl,core/host/src/hdf_device_node.c,512,kernal_host,['kernal_host'],False
core/host/src/hdf_device_node.c,32,HdfDeviceNodePublishLocalService,functionimpl,core/host/src/hdf_device_node.c,509,kernal_host,['kernal_host'],False
core/host/src/hdf_device_node.c,32,HdfDeviceNodeFreeInstance,functionimpl,core/host/src/hdf_device_node.c,507,kernal_host,['kernal_host'],False
core/host/src/hdf_device_node.c,32,DeviveDriverBind,functionimpl,core/host/src/hdf_device_node.c,502,kernal_host,['kernal_host'],False
core/host/src/hdf_device_node.c,32,HdfDeviceLaunchNode,functionimpl,core/host/src/hdf_device_node.c,503,kernal_host,['kernal_host'],False
core/host/src/hdf_device_node.c,32,HdfDeviceUnlaunchNode,functionimpl,core/host/src/hdf_device_node.c,514,kernal_host,['kernal_host'],False
core/shared/src/service_status.c,86,ServiceStatusMarshalling,functionimpl,core/shared/src/service_status.c,1131,common,['common'],False
include/utils/hdf_sbuf.h,145,HdfSbufWriteString,functionproto,include/utils/hdf_sbuf.h,1823,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufWriteUint16,functionproto,include/utils/hdf_sbuf.h,1825,utils,['utils'],False
core/shared/src/service_status.c,86,ServiceStatusUnMarshalling,functionimpl,core/shared/src/service_status.c,1132,common,['common'],False
include/utils/hdf_sbuf.h,145,HdfSbufReadUint16,functionproto,include/utils/hdf_sbuf.h,1802,utils,['utils'],False
core/shared/src/service_status.c,86,service_status,file,core/shared/src/service_status.c,1130,common,['common'],False
include/utils/hdf_sbuf.h,145,hdf_sbuf,file,include/utils/hdf_sbuf.h,1780,utils,['utils'],False
core/shared/include/hdf_io_service.h,72,hdf_io_service,file,core/shared/include/hdf_io_service.h,1032,common,['common'],False
core/host/src/hdf_device_node.c,32,HdfDeviceNodeNewInstance,functionimpl,core/host/src/hdf_device_node.c,508,kernal_host,['kernal_host'],False
core/shared/src/hdf_object_manager.c,83,HdfObjectManagerGetObject,functionimpl,core/shared/src/hdf_object_manager.c,1111,common,['common'],False
core/shared/src/hdf_object_manager.c,83,HdfObjectManagerFreeObject,functionimpl,core/shared/src/hdf_object_manager.c,1110,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfSyscallAdapterDispatch,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,55,convertor,['convertor'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfDevEventDispatchLocked,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,24,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfDevEventlistener,type,include/core/hdf_io_service_if.h,1260,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,AddListenerToAdapterLocked,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,15,convertor,['convertor'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceGroupRegisterListener,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,42,convertor,['convertor'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,GetListenerCount,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,17,convertor,['convertor'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceAdapterObtain,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,37,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoService,type,include/core/hdf_io_service_if.h,1262,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceGroupObtain,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,40,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoServiceGroup,type,include/core/hdf_io_service_if.h,1263,common,['common'],False
include/core/hdf_io_service_if.h,97,HdfIoDispatcher,type,include/core/hdf_io_service_if.h,1261,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfDeviceRegisterEventListener,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,34,convertor,['convertor'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfDeviceUnregisterEventListener,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,35,convertor,['convertor'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceGroupUnregisterListener,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,46,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfDeviceRegisterEventListener,functionproto,include/core/hdf_io_service_if.h,1245,common,['common'],False
include/core/hdf_io_service_if.h,97,HdfDeviceUnregisterEventListener,functionproto,include/core/hdf_io_service_if.h,1246,common,['common'],False
include/core/hdf_io_service_if.h,97,HdfIoServiceGroupObtain,functionproto,include/core/hdf_io_service_if.h,1250,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceGroupRecycle,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,41,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoServiceGroupRecycle,functionproto,include/core/hdf_io_service_if.h,1251,common,['common'],False
include/core/hdf_io_service_if.h,97,HdfIoServiceGroupRegisterListener,functionproto,include/core/hdf_io_service_if.h,1252,common,['common'],False
include/core/hdf_io_service_if.h,97,HdfIoServiceGroupUnregisterListener,functionproto,include/core/hdf_io_service_if.h,1254,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceGroupAddService,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,39,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoServiceGroupAddService,functionproto,include/core/hdf_io_service_if.h,1249,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceGroupRemoveService,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,43,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoServiceGroupRemoveService,functionproto,include/core/hdf_io_service_if.h,1253,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoserviceGetListenerCount,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,49,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoserviceGetListenerCount,functionproto,include/core/hdf_io_service_if.h,1256,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoserviceGroupGetListenerCount,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,50,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoserviceGroupGetListenerCount,functionproto,include/core/hdf_io_service_if.h,1257,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoserviceGroupGetServiceCount,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,51,convertor,['convertor'],False
include/core/hdf_io_service_if.h,97,HdfIoserviceGroupGetServiceCount,functionproto,include/core/hdf_io_service_if.h,1258,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfIoServiceAdapterRecycle,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,38,convertor,['convertor'],False
include/platform/uart_if.h,138,uart_if,file,include/platform/uart_if.h,1730,platform,['platform'],False
core/host/include/hdf_device.h,17,hdf_device,file,core/host/include/hdf_device.h,324,kernal_host,['kernal_host'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfDevEventReadAndDispatch,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,27,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HDF_READ_DEV_EVENT,var,core/shared/include/hdf_io_service.h,1046,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfAdapterStartListenIoctl,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,21,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HDF_LISTEN_EVENT_START,var,core/shared/include/hdf_io_service.h,1043,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfAdapterStopListenIoctl,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,22,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HDF_LISTEN_EVENT_STOP,var,core/shared/include/hdf_io_service.h,1044,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfAdapterExitListenIoctl,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,20,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HDF_LISTEN_EVENT_EXIT,var,core/shared/include/hdf_io_service.h,1042,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfListenThreadPollAdd,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,53,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HDF_LISTEN_EVENT_WAKEUP,var,core/shared/include/hdf_io_service.h,1045,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfListenThreadPollDel,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,54,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HDF_WRITE_READ,var,core/shared/include/hdf_io_service.h,1047,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,TrytoLoadIoService,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,56,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HdfLoadDriverByServiceName,functionproto,core/shared/include/hdf_io_service.h,1039,common,['common'],False
core/adapter/syscall/src/hdf_syscall_adapter.c,2,HdfDevEventGrowReadBuffer,functionimpl,core/adapter/syscall/src/hdf_syscall_adapter.c,25,convertor,['convertor'],False
core/shared/include/hdf_io_service.h,72,HdfWriteReadBuf,type,core/shared/include/hdf_io_service.h,1041,common,['common'],False
core/shared/include/hdf_io_service.h,72,HdfIoServiceAdapterObtain,functionproto,core/shared/include/hdf_io_service.h,1033,common,['common'],False
