Source_ID,Target_ID,Source_File,Target_File,Source_Member,Target_Member,Source_Member_Type,Target_Member_Type,Dependency_Type,Dependency_Count,Is_Member_Level,Source_Member_ID,Target_Member_ID,Source_Modules,Target_Modules,Source_Module,Target_Module
57,48,core/manager/src/hdf_host_info.c,core/manager/include/hdf_host_info.h,HdfHostInfoFreeInstance,HdfHostInfo,functionimpl,type,Parameter,1.0,True,903,719,['manager'],['manager'],manager,manager
57,48,core/manager/src/hdf_host_info.c,core/manager/include/hdf_host_info.h,HdfHostInfoDelete,HdfHostInfo,functionimpl,type,Contain,1.0,True,902,719,['manager'],['manager'],manager,manager
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetHdfManagerNode,DeviceResourceNode,functionimpl,type,Return,2.0,True,215,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetHostNode,DeviceResourceNode,functionimpl,type,Return,2.0,True,217,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,HdfAttributeManagerGetHostList,DeviceResourceNode,functionimpl,type,Use,12.0,True,219,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetHostNode,DeviceResourceNode,functionimpl,type,Use,12.0,True,217,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetDevcieNodeList,DeviceResourceNode,functionimpl,type,Use,12.0,True,213,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,HdfAttributeManagerGetDeviceList,DeviceResourceNode,functionimpl,type,Use,12.0,True,218,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetHdfManagerNode,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,215,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetHostInfo,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,216,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetDeviceNodeInfo,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,214,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetDevcieNodeList,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,213,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,HdfAttributeManagerGetHostList,DeviceResourceNode,functionimpl,type,Contain,7.0,True,219,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetHostNode,DeviceResourceNode,functionimpl,type,Contain,7.0,True,217,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,GetDevcieNodeList,DeviceResourceNode,functionimpl,type,Contain,7.0,True,213,1761,['common'],['utils'],common,utils
11,140,core/common/src/hdf_attribute.c,include/utils/device_resource_if.h,HdfAttributeManagerGetDeviceList,DeviceResourceNode,functionimpl,type,Contain,7.0,True,218,1761,['common'],['utils'],common,utils
11,144,core/common/src/hdf_attribute.c,include/utils/hdf_log.h,,,file,file,Import,1.0,False,,,['common'],['utils'],common,utils
95,110,include/bluetooth/hdf_chip_config.h,include/osal/osal_mem.h,ParsePowersConfig,OsalMemCalloc,functionimpl,functionproto,Call,3.0,True,1207,1392,['network'],['osal'],network,osal
95,110,include/bluetooth/hdf_chip_config.h,include/osal/osal_mem.h,ParsePowersConfig,OsalMemFree,functionimpl,functionproto,Call,3.0,True,1207,1393,['network'],['osal'],network,osal
95,110,include/bluetooth/hdf_chip_config.h,include/osal/osal_mem.h,ClearChipConfig,OsalMemFree,functionimpl,functionproto,Call,3.0,True,1204,1393,['network'],['osal'],network,osal
95,110,include/bluetooth/hdf_chip_config.h,include/osal/osal_mem.h,,,file,file,Import,1.0,False,,,['network'],['osal'],network,osal
135,127,include/platform/sdio_if.h,include/platform/mmc_if.h,,,file,file,Import,1.0,False,,,['platform'],['platform'],platform,platform
95,144,include/bluetooth/hdf_chip_config.h,include/utils/hdf_log.h,,,file,file,Import,1.0,False,,,['network'],['utils'],network,utils
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioOpen,DevHandle,functionproto,alias,Return,1.0,True,1694,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioClose,DevHandle,functionproto,alias,Parameter,17.0,True,1688,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioReadBytes,DevHandle,functionproto,alias,Parameter,17.0,True,1695,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioWriteBytes,DevHandle,functionproto,alias,Parameter,17.0,True,1702,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioReadBytesFromFixedAddr,DevHandle,functionproto,alias,Parameter,17.0,True,1696,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioWriteBytesToFixedAddr,DevHandle,functionproto,alias,Parameter,17.0,True,1703,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioReadBytesFromFunc0,DevHandle,functionproto,alias,Parameter,17.0,True,1697,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioWriteBytesToFunc0,DevHandle,functionproto,alias,Parameter,17.0,True,1704,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioSetBlockSize,DevHandle,functionproto,alias,Parameter,17.0,True,1700,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioGetCommonInfo,DevHandle,functionproto,alias,Parameter,17.0,True,1692,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioSetCommonInfo,DevHandle,functionproto,alias,Parameter,17.0,True,1701,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioFlushData,DevHandle,functionproto,alias,Parameter,17.0,True,1691,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioClaimHost,DevHandle,functionproto,alias,Parameter,17.0,True,1686,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioReleaseHost,DevHandle,functionproto,alias,Parameter,17.0,True,1698,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioEnableFunc,DevHandle,functionproto,alias,Parameter,17.0,True,1690,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioDisableFunc,DevHandle,functionproto,alias,Parameter,17.0,True,1689,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioClaimIrq,DevHandle,functionproto,alias,Parameter,17.0,True,1687,1630,['platform'],['platform'],platform,platform
135,130,include/platform/sdio_if.h,include/platform/platform_if.h,SdioReleaseIrq,DevHandle,functionproto,alias,Parameter,17.0,True,1699,1630,['platform'],['platform'],platform,platform
95,142,include/bluetooth/hdf_chip_config.h,include/utils/hdf_base.h,,,file,file,Import,1.0,False,,,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowerConfig,DeviceResourceGetIfaceInstance,functionimpl,functionproto,Call,4.0,True,1206,1757,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowersConfig,DeviceResourceGetIfaceInstance,functionimpl,functionproto,Call,4.0,True,1207,1757,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseResetConfig,DeviceResourceGetIfaceInstance,functionimpl,functionproto,Call,4.0,True,1208,1757,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseChipConfig,DeviceResourceGetIfaceInstance,functionimpl,functionproto,Call,4.0,True,1205,1757,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,,,file,file,Import,1.0,False,,,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowerConfig,DeviceResourceIface,functionimpl,type,Use,22.0,True,1206,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowersConfig,DeviceResourceIface,functionimpl,type,Use,22.0,True,1207,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseResetConfig,DeviceResourceIface,functionimpl,type,Use,22.0,True,1208,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseChipConfig,DeviceResourceIface,functionimpl,type,Use,22.0,True,1205,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseChipConfig,DeviceResourceNode,functionimpl,type,Use,22.0,True,1205,1761,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowerConfig,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,1206,1761,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowersConfig,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,1207,1761,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseResetConfig,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,1208,1761,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseChipConfig,DeviceResourceNode,functionimpl,type,Parameter,4.0,True,1205,1761,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowerConfig,DeviceResourceIface,functionimpl,type,Contain,8.0,True,1206,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowersConfig,DeviceResourceIface,functionimpl,type,Contain,8.0,True,1207,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParsePowersConfig,DeviceResourceNode,functionimpl,type,Contain,8.0,True,1207,1761,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseResetConfig,DeviceResourceIface,functionimpl,type,Contain,8.0,True,1208,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseChipConfig,DeviceResourceIface,functionimpl,type,Contain,8.0,True,1205,1760,['network'],['utils'],network,utils
95,140,include/bluetooth/hdf_chip_config.h,include/utils/device_resource_if.h,ParseChipConfig,DeviceResourceNode,functionimpl,type,Contain,8.0,True,1205,1761,['network'],['utils'],network,utils
25,26,core/host/include/hdf_service_observer.h,core/host/include/hdf_service_subscriber.h,,,file,file,Import,1.0,False,,,['kernal_host'],['kernal_host'],kernal_host,kernal_host
89,96,include/audio/audio_codec_if.h,include/core/hdf_device_desc.h,CodecDevice,HdfDeviceObject,type,type,Contain,3.0,True,1161,1238,['audio'],['common'],audio,common
89,96,include/audio/audio_codec_if.h,include/core/hdf_device_desc.h,CodecHost,IDeviceIoService,type,type,Contain,3.0,True,1162,1240,['audio'],['common'],audio,common
89,96,include/audio/audio_codec_if.h,include/core/hdf_device_desc.h,CodecHost,HdfDeviceObject,type,type,Contain,3.0,True,1162,1238,['audio'],['common'],audio,common
18,70,core/host/include/hdf_device_node.h,core/shared/include/hdf_device_info.h,,,file,file,Import,1.0,False,,,['kernal_host'],['common'],kernal_host,common
18,70,core/host/include/hdf_device_node.h,core/shared/include/hdf_device_info.h,HdfDeviceNodeNewInstance,HdfDeviceInfo,functionproto,type,Parameter,1.0,True,343,1023,['kernal_host'],['common'],kernal_host,common
18,71,core/host/include/hdf_device_node.h,core/shared/include/hdf_driver.h,,,file,file,Import,1.0,False,,,['kernal_host'],['common'],kernal_host,common
18,71,core/host/include/hdf_device_node.h,core/shared/include/hdf_driver.h,HdfDeviceNodeNewInstance,HdfDriver,functionproto,type,Parameter,1.0,True,343,1031,['kernal_host'],['common'],kernal_host,common
18,71,core/host/include/hdf_device_node.h,core/shared/include/hdf_driver.h,HdfDeviceNode,HdfDriver,type,type,Contain,1.0,True,348,1031,['kernal_host'],['common'],kernal_host,common
18,96,core/host/include/hdf_device_node.h,include/core/hdf_device_desc.h,,,file,file,Import,1.0,False,,,['kernal_host'],['common'],kernal_host,common
18,96,core/host/include/hdf_device_node.h,include/core/hdf_device_desc.h,HdfDeviceNode,HdfDeviceObject,type,type,Contain,1.0,True,348,1238,['kernal_host'],['common'],kernal_host,common
18,98,core/host/include/hdf_device_node.h,include/core/hdf_object.h,IDeviceNode,HdfObject,type,type,Contain,1.0,True,349,1265,['kernal_host'],['common'],kernal_host,common
18,99,core/host/include/hdf_device_node.h,include/core/hdf_pm.h,,,file,file,Import,1.0,False,,,['kernal_host'],['common'],kernal_host,common
18,99,core/host/include/hdf_device_node.h,include/core/hdf_pm.h,HdfDeviceNodeAddPowerStateListener,IPowerEventListener,functionproto,type,Parameter,2.0,True,338,1275,['kernal_host'],['common'],kernal_host,common
18,99,core/host/include/hdf_device_node.h,include/core/hdf_pm.h,HdfDeviceNodeRemovePowerStateListener,IPowerEventListener,functionproto,type,Parameter,2.0,True,345,1275,['kernal_host'],['common'],kernal_host,common
32,99,core/host/src/hdf_device_node.c,include/core/hdf_pm.h,HdfDeviceNodeAddPowerStateListener,IPowerEventListener,functionimpl,type,Parameter,2.0,True,504,1275,['kernal_host'],['common'],kernal_host,common
32,99,core/host/src/hdf_device_node.c,include/core/hdf_pm.h,HdfDeviceNodeRemovePowerStateListener,IPowerEventListener,functionimpl,type,Parameter,2.0,True,512,1275,['kernal_host'],['common'],kernal_host,common
32,98,core/host/src/hdf_device_node.c,include/core/hdf_object.h,HdfDeviceNodePublishLocalService,HdfObject,functionimpl,type,Cast,2.0,True,509,1265,['kernal_host'],['common'],kernal_host,common
32,98,core/host/src/hdf_device_node.c,include/core/hdf_object.h,HdfDeviceNodeFreeInstance,HdfObject,functionimpl,type,Cast,2.0,True,507,1265,['kernal_host'],['common'],kernal_host,common
32,96,core/host/src/hdf_device_node.c,include/core/hdf_device_desc.h,DeviveDriverBind,HdfDriverEntry,functionimpl,type,Use,6.0,True,502,1239,['kernal_host'],['common'],kernal_host,common
32,96,core/host/src/hdf_device_node.c,include/core/hdf_device_desc.h,HdfDeviceLaunchNode,HdfDriverEntry,functionimpl,type,Use,6.0,True,503,1239,['kernal_host'],['common'],kernal_host,common
32,96,core/host/src/hdf_device_node.c,include/core/hdf_device_desc.h,HdfDeviceUnlaunchNode,HdfDriverEntry,functionimpl,type,Use,6.0,True,514,1239,['kernal_host'],['common'],kernal_host,common
32,96,core/host/src/hdf_device_node.c,include/core/hdf_device_desc.h,DeviveDriverBind,HdfDriverEntry,functionimpl,type,Contain,3.0,True,502,1239,['kernal_host'],['common'],kernal_host,common
32,96,core/host/src/hdf_device_node.c,include/core/hdf_device_desc.h,HdfDeviceLaunchNode,HdfDriverEntry,functionimpl,type,Contain,3.0,True,503,1239,['kernal_host'],['common'],kernal_host,common
32,96,core/host/src/hdf_device_node.c,include/core/hdf_device_desc.h,HdfDeviceUnlaunchNode,HdfDriverEntry,functionimpl,type,Contain,3.0,True,514,1239,['kernal_host'],['common'],kernal_host,common
86,145,core/shared/src/service_status.c,include/utils/hdf_sbuf.h,ServiceStatusMarshalling,HdfSbufWriteString,functionimpl,functionproto,Call,8.0,True,1131,1823,['common'],['utils'],common,utils
86,145,core/shared/src/service_status.c,include/utils/hdf_sbuf.h,ServiceStatusMarshalling,HdfSbufWriteUint16,functionimpl,functionproto,Call,8.0,True,1131,1825,['common'],['utils'],common,utils
86,145,core/shared/src/service_status.c,include/utils/hdf_sbuf.h,ServiceStatusUnMarshalling,HdfSbufReadString,functionimpl,functionproto,Call,8.0,True,1132,1800,['common'],['utils'],common,utils
86,145,core/shared/src/service_status.c,include/utils/hdf_sbuf.h,ServiceStatusUnMarshalling,HdfSbufReadUint16,functionimpl,functionproto,Call,8.0,True,1132,1802,['common'],['utils'],common,utils
86,145,core/shared/src/service_status.c,include/utils/hdf_sbuf.h,,,file,file,Import,1.0,False,,,['common'],['utils'],common,utils
86,144,core/shared/src/service_status.c,include/utils/hdf_log.h,,,file,file,Import,1.0,False,,,['common'],['utils'],common,utils
2,98,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_object.h,HdfSyscallAdapterDispatch,HdfObject,functionimpl,type,Parameter,1.0,True,55,1265,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDevEventDispatchLocked,HdfDevEventlistener,functionimpl,type,Cast,24.0,True,24,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,AddListenerToAdapterLocked,HdfDevEventlistener,functionimpl,type,Cast,24.0,True,15,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupRegisterListener,HdfDevEventlistener,functionimpl,type,Cast,24.0,True,42,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,GetListenerCount,HdfDevEventlistener,functionimpl,type,Cast,24.0,True,17,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceAdapterObtain,HdfIoService,functionimpl,type,Return,2.0,True,37,1262,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupObtain,HdfIoServiceGroup,functionimpl,type,Return,2.0,True,40,1263,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDevEventDispatchLocked,HdfDevEventlistener,functionimpl,type,Use,38.0,True,24,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceAdapterObtain,HdfIoDispatcher,functionimpl,type,Use,38.0,True,37,1261,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceAdapterObtain,HdfIoService,functionimpl,type,Use,38.0,True,37,1262,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,AddListenerToAdapterLocked,HdfDevEventlistener,functionimpl,type,Use,38.0,True,15,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceRegisterEventListener,HdfDevEventlistener,functionimpl,type,Use,38.0,True,34,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceUnregisterEventListener,HdfDevEventlistener,functionimpl,type,Use,38.0,True,35,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupRegisterListener,HdfDevEventlistener,functionimpl,type,Use,38.0,True,42,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,GetListenerCount,HdfDevEventlistener,functionimpl,type,Use,38.0,True,17,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupUnregisterListener,HdfDevEventlistener,functionimpl,type,Use,38.0,True,46,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceRegisterEventListener,HdfDeviceRegisterEventListener,functionimpl,functionproto,Implement,11.0,True,34,1245,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceUnregisterEventListener,HdfDeviceUnregisterEventListener,functionimpl,functionproto,Implement,11.0,True,35,1246,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupObtain,HdfIoServiceGroupObtain,functionimpl,functionproto,Implement,11.0,True,40,1250,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupRecycle,HdfIoServiceGroupRecycle,functionimpl,functionproto,Implement,11.0,True,41,1251,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupRegisterListener,HdfIoServiceGroupRegisterListener,functionimpl,functionproto,Implement,11.0,True,42,1252,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupUnregisterListener,HdfIoServiceGroupUnregisterListener,functionimpl,functionproto,Implement,11.0,True,46,1254,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupAddService,HdfIoServiceGroupAddService,functionimpl,functionproto,Implement,11.0,True,39,1249,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupRemoveService,HdfIoServiceGroupRemoveService,functionimpl,functionproto,Implement,11.0,True,43,1253,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoserviceGetListenerCount,HdfIoserviceGetListenerCount,functionimpl,functionproto,Implement,11.0,True,49,1256,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoserviceGroupGetListenerCount,HdfIoserviceGroupGetListenerCount,functionimpl,functionproto,Implement,11.0,True,50,1257,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoserviceGroupGetServiceCount,HdfIoserviceGroupGetServiceCount,functionimpl,functionproto,Implement,11.0,True,51,1258,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceAdapterRecycle,HdfIoService,functionimpl,type,Parameter,18.0,True,38,1262,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,AddListenerToAdapterLocked,HdfDevEventlistener,functionimpl,type,Parameter,18.0,True,15,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceRegisterEventListener,HdfIoService,functionimpl,type,Parameter,18.0,True,34,1262,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceRegisterEventListener,HdfDevEventlistener,functionimpl,type,Parameter,18.0,True,34,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceUnregisterEventListener,HdfIoService,functionimpl,type,Parameter,18.0,True,35,1262,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfDeviceUnregisterEventListener,HdfDevEventlistener,functionimpl,type,Parameter,18.0,True,35,1260,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupRecycle,HdfIoServiceGroup,functionimpl,type,Parameter,18.0,True,41,1263,['convertor'],['common'],convertor,common
2,97,core/adapter/syscall/src/hdf_syscall_adapter.c,include/core/hdf_io_service_if.h,HdfIoServiceGroupRegisterListener,HdfIoServiceGroup,functionimpl,type,Parameter,18.0,True,42,1263,['convertor'],['common'],convertor,common
