Source_ID,Target_ID,Source_File,Target_File,Source_Member,Target_Member,Source_Member_Type,Target_Member_Type,Dependency_Type,Dependency_Count,Is_Member_Level,Source_Member_ID,Target_Member_ID,Source_Modules,Target_Modules,Source_Module,Target_Module
5,4,camera_hdf/hdi_impl/include/dstream_operator/dcamera_steam.h,camera_hdf/hdi_impl/include/dstream_operator/dbuffer_manager.h,,,file,file,Import,1.0,False,,,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
5,4,camera_hdf/hdi_impl/include/dstream_operator/dcamera_steam.h,camera_hdf/hdi_impl/include/dstream_operator/dbuffer_manager.h,dcStreamBufferMgr_,DBufferManager,var,type,Use,1.0,True,127,107,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
5,4,camera_hdf/hdi_impl/include/dstream_operator/dcamera_steam.h,camera_hdf/hdi_impl/include/dstream_operator/dbuffer_manager.h,dcStreamBufferMgr_,DBufferManager,var,type,Parameter,1.0,True,127,107,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
199,107,services/cameraservice/sourceservice/include/distributedcameramgr/dcameracontrol/dcamera_source_controller.h,services/cameraservice/base/include/icamera_controller.h,,,file,file,Import,1.0,False,,,['DistributedCameraSourceMgr'],['CameraServiceCommon'],DistributedCameraSourceMgr,CameraServiceCommon
199,107,services/cameraservice/sourceservice/include/distributedcameramgr/dcameracontrol/dcamera_source_controller.h,services/cameraservice/base/include/icamera_controller.h,DCameraSourceController,ICameraController,type,type,Extend,1.0,True,2913,1805,['DistributedCameraSourceMgr'],['CameraServiceCommon'],DistributedCameraSourceMgr,CameraServiceCommon
83,84,interfaces/inner_kits/native_cpp/camera_sink/include/distributed_camera_sink_proxy.h,interfaces/inner_kits/native_cpp/camera_sink/include/idistributed_camera_sink.h,,,file,file,Import,1.0,False,,,['DistributedCameraSinkMgr'],['DistributedCameraSinkMgr'],DistributedCameraSinkMgr,DistributedCameraSinkMgr
5,6,camera_hdf/hdi_impl/include/dstream_operator/dcamera_steam.h,camera_hdf/hdi_impl/include/dstream_operator/dimage_buffer.h,,,file,file,Import,1.0,False,,,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
5,6,camera_hdf/hdi_impl/include/dstream_operator/dcamera_steam.h,camera_hdf/hdi_impl/include/dstream_operator/dimage_buffer.h,bufferConfigMap_,DImageBuffer,var,type,Use,1.0,True,126,165,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
5,6,camera_hdf/hdi_impl/include/dstream_operator/dcamera_steam.h,camera_hdf/hdi_impl/include/dstream_operator/dimage_buffer.h,bufferConfigMap_,DImageBuffer,var,type,Parameter,1.0,True,126,165,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
99,93,interfaces/inner_kits/native_cpp/camera_source/src/distributed_camera_source_proxy.cpp,interfaces/inner_kits/native_cpp/camera_source/include/distributed_camera_source_proxy.h,,,file,file,Import,1.0,False,,,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
99,93,interfaces/inner_kits/native_cpp/camera_source/src/distributed_camera_source_proxy.cpp,interfaces/inner_kits/native_cpp/camera_source/include/distributed_camera_source_proxy.h,InitSource,InitSource,functionimpl,functionproto,Implement,5.0,True,1733,1658,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
99,93,interfaces/inner_kits/native_cpp/camera_source/src/distributed_camera_source_proxy.cpp,interfaces/inner_kits/native_cpp/camera_source/include/distributed_camera_source_proxy.h,ReleaseSource,ReleaseSource,functionimpl,functionproto,Implement,5.0,True,1735,1660,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
99,93,interfaces/inner_kits/native_cpp/camera_source/src/distributed_camera_source_proxy.cpp,interfaces/inner_kits/native_cpp/camera_source/include/distributed_camera_source_proxy.h,RegisterDistributedHardware,RegisterDistributedHardware,functionimpl,functionproto,Implement,5.0,True,1734,1659,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
99,93,interfaces/inner_kits/native_cpp/camera_source/src/distributed_camera_source_proxy.cpp,interfaces/inner_kits/native_cpp/camera_source/include/distributed_camera_source_proxy.h,UnregisterDistributedHardware,UnregisterDistributedHardware,functionimpl,functionproto,Implement,5.0,True,1736,1661,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
99,93,interfaces/inner_kits/native_cpp/camera_source/src/distributed_camera_source_proxy.cpp,interfaces/inner_kits/native_cpp/camera_source/include/distributed_camera_source_proxy.h,DCameraNotify,DCameraNotify,functionimpl,functionproto,Implement,5.0,True,1732,1657,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
260,76,services/data_process/include/pipeline/dcamera_pipeline_sink.h,common/include/utils/data_buffer.h,,,file,file,Import,1.0,False,,,['CameraDataPreProcess'],['utils'],CameraDataPreProcess,utils
260,75,services/data_process/include/pipeline/dcamera_pipeline_sink.h,common/include/constants/distributed_camera_errno.h,,,file,file,Import,1.0,False,,,['CameraDataPreProcess'],['utils'],CameraDataPreProcess,utils
24,25,camera_hdf/interfaces/hdi_ipc/client/device/dcamera_device_callback.cpp,camera_hdf/interfaces/hdi_ipc/client/device/dcamera_device_callback.h,,,file,file,Import,1.0,False,,,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
24,25,camera_hdf/interfaces/hdi_ipc/client/device/dcamera_device_callback.cpp,camera_hdf/interfaces/hdi_ipc/client/device/dcamera_device_callback.h,OnError,OnError,functionimpl,functionproto,Implement,2.0,True,759,762,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
24,25,camera_hdf/interfaces/hdi_ipc/client/device/dcamera_device_callback.cpp,camera_hdf/interfaces/hdi_ipc/client/device/dcamera_device_callback.h,OnResult,OnResult,functionimpl,functionproto,Implement,2.0,True,760,763,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
259,75,services/data_process/include/pipeline/abstract_data_process.h,common/include/constants/distributed_camera_errno.h,,,file,file,Import,1.0,False,,,['CameraDataProcessCommon'],['utils'],CameraDataProcessCommon,utils
259,76,services/data_process/include/pipeline/abstract_data_process.h,common/include/utils/data_buffer.h,,,file,file,Import,1.0,False,,,['CameraDataProcessCommon'],['utils'],CameraDataProcessCommon,utils
129,74,services/cameraservice/cameraoperator/client/src/callback/dcamera_session_callback.cpp,common/include/constants/distributed_camera_constants.h,,,file,file,Import,1.0,False,,,['utils'],['utils'],utils,utils
269,259,services/data_process/src/pipeline/abstract_data_process.cpp,services/data_process/include/pipeline/abstract_data_process.h,,,file,file,Import,1.0,False,,,['CameraDataProcessCommon'],['CameraDataProcessCommon'],CameraDataProcessCommon,CameraDataProcessCommon
269,259,services/data_process/src/pipeline/abstract_data_process.cpp,services/data_process/include/pipeline/abstract_data_process.h,SetNextNode,SetNextNode,functionimpl,functionproto,Implement,2.0,True,4133,3949,['CameraDataProcessCommon'],['CameraDataProcessCommon'],CameraDataProcessCommon,CameraDataProcessCommon
269,259,services/data_process/src/pipeline/abstract_data_process.cpp,services/data_process/include/pipeline/abstract_data_process.h,SetNodeRank,SetNodeRank,functionimpl,functionproto,Implement,2.0,True,4134,3950,['CameraDataProcessCommon'],['CameraDataProcessCommon'],CameraDataProcessCommon,CameraDataProcessCommon
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraStream,DCamRetCode,functionimpl,alias,Return,11.0,True,489,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraBufferManager,DCamRetCode,functionimpl,alias,Return,11.0,True,488,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraStreamInfo,DCamRetCode,functionimpl,alias,Return,11.0,True,485,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,SetDCameraBufferQueue,DCamRetCode,functionimpl,alias,Return,11.0,True,492,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,ReleaseDCameraBufferQueue,DCamRetCode,functionimpl,alias,Return,11.0,True,490,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraStreamAttribute,DCamRetCode,functionimpl,alias,Return,11.0,True,484,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,FinishCommitStream,DCamRetCode,functionimpl,alias,Return,11.0,True,481,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetNextRequest,DCamRetCode,functionimpl,alias,Return,11.0,True,486,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraBuffer,DCamRetCode,functionimpl,alias,Return,11.0,True,483,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,ReturnDCameraBuffer,DCamRetCode,functionimpl,alias,Return,11.0,True,491,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,FlushDCameraBuffer,DCamRetCode,functionimpl,alias,Return,11.0,True,482,1374,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraStream,INVALID_ARGUMENT,functionimpl,var,Use,37.0,True,489,1402,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraStream,FAILED,functionimpl,var,Use,37.0,True,489,1401,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraStream,SUCCESS,functionimpl,var,Use,37.0,True,489,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraBufferManager,INVALID_ARGUMENT,functionimpl,var,Use,37.0,True,488,1402,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraBufferManager,SUCCESS,functionimpl,var,Use,37.0,True,488,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraStreamInfo,FAILED,functionimpl,var,Use,37.0,True,485,1401,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraStreamInfo,SUCCESS,functionimpl,var,Use,37.0,True,485,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,SetDCameraBufferQueue,SUCCESS,functionimpl,var,Use,37.0,True,492,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,ReleaseDCameraBufferQueue,SUCCESS,functionimpl,var,Use,37.0,True,490,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraStreamAttribute,INVALID_ARGUMENT,functionimpl,var,Use,37.0,True,484,1402,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraStreamAttribute,SUCCESS,functionimpl,var,Use,37.0,True,484,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,FinishCommitStream,SUCCESS,functionimpl,var,Use,37.0,True,481,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetNextRequest,INVALID_ARGUMENT,functionimpl,var,Use,37.0,True,486,1402,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetNextRequest,EXCEED_MAX_NUMBER,functionimpl,var,Use,37.0,True,486,1400,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetNextRequest,SUCCESS,functionimpl,var,Use,37.0,True,486,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraBuffer,SUCCESS,functionimpl,var,Use,37.0,True,483,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraBuffer,EXCEED_MAX_NUMBER,functionimpl,var,Use,37.0,True,483,1400,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraBuffer,FAILED,functionimpl,var,Use,37.0,True,483,1401,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,ReturnDCameraBuffer,INVALID_ARGUMENT,functionimpl,var,Use,37.0,True,491,1402,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,ReturnDCameraBuffer,SUCCESS,functionimpl,var,Use,37.0,True,491,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,FlushDCameraBuffer,SUCCESS,functionimpl,var,Use,37.0,True,482,1405,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,FlushDCameraBuffer,INVALID_ARGUMENT,functionimpl,var,Use,37.0,True,482,1402,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraStream,_DCamRetCode,functionimpl,type,Contain,6.0,True,489,1388,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,InitDCameraBufferManager,_DCamRetCode,functionimpl,type,Contain,6.0,True,488,1388,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,SetDCameraBufferQueue,_DCamRetCode,functionimpl,type,Contain,6.0,True,492,1388,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,ReleaseDCameraBufferQueue,_DCamRetCode,functionimpl,type,Contain,6.0,True,490,1388,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
16,73,camera_hdf/hdi_impl/src/dstream_operator/dcamera_steam.cpp,camera_hdf/interfaces/include/types.h,GetDCameraBuffer,_DCamRetCode,functionimpl,type,Contain,6.0,True,483,1388,['VirtualCameraHdf'],['VirtualCameraHdf'],VirtualCameraHdf,VirtualCameraHdf
144,147,services/cameraservice/sinkservice/include/distributedcameramgr/callback/dcamera_sink_controller_state_callback.h,services/cameraservice/sinkservice/include/distributedcameramgr/dcamera_sink_controller.h,,,file,file,Import,1.0,False,,,['DistributedCameraSinkMgr'],['DistributedCameraSinkMgr'],DistributedCameraSinkMgr,DistributedCameraSinkMgr
144,147,services/cameraservice/sinkservice/include/distributedcameramgr/callback/dcamera_sink_controller_state_callback.h,services/cameraservice/sinkservice/include/distributedcameramgr/dcamera_sink_controller.h,controller_,DCameraSinkController,var,type,Use,1.0,True,2252,2288,['DistributedCameraSinkMgr'],['DistributedCameraSinkMgr'],DistributedCameraSinkMgr,DistributedCameraSinkMgr
144,147,services/cameraservice/sinkservice/include/distributedcameramgr/callback/dcamera_sink_controller_state_callback.h,services/cameraservice/sinkservice/include/distributedcameramgr/dcamera_sink_controller.h,controller_,DCameraSinkController,var,type,Parameter,1.0,True,2252,2288,['DistributedCameraSinkMgr'],['DistributedCameraSinkMgr'],DistributedCameraSinkMgr,DistributedCameraSinkMgr
149,156,services/cameraservice/sinkservice/include/distributedcameramgr/dcamera_sink_dev.h,services/cameraservice/sinkservice/include/distributedcameramgr/interface/icamera_sink_access_control.h,,,file,file,Import,1.0,False,,,['DistributedCameraSinkMgr'],['DistributedCameraSinkMgr'],DistributedCameraSinkMgr,DistributedCameraSinkMgr
149,156,services/cameraservice/sinkservice/include/distributedcameramgr/dcamera_sink_dev.h,services/cameraservice/sinkservice/include/distributedcameramgr/interface/icamera_sink_access_control.h,accessControl_,ICameraSinkAccessControl,var,type,Use,1.0,True,2321,2376,['DistributedCameraSinkMgr'],['DistributedCameraSinkMgr'],DistributedCameraSinkMgr,DistributedCameraSinkMgr
149,156,services/cameraservice/sinkservice/include/distributedcameramgr/dcamera_sink_dev.h,services/cameraservice/sinkservice/include/distributedcameramgr/interface/icamera_sink_access_control.h,accessControl_,ICameraSinkAccessControl,var,type,Parameter,1.0,True,2321,2376,['DistributedCameraSinkMgr'],['DistributedCameraSinkMgr'],DistributedCameraSinkMgr,DistributedCameraSinkMgr
248,249,services/channel/include/dcamera_softbus_session.h,services/channel/include/icamera_channel.h,,,file,file,Import,1.0,False,,,['ChannelCommon'],['ChannelCommon'],ChannelCommon,ChannelCommon
248,249,services/channel/include/dcamera_softbus_session.h,services/channel/include/icamera_channel.h,sendFuncMap_,DCameraSessionMode,var,alias,Use,1.0,True,3729,3730,['ChannelCommon'],['ChannelCommon'],ChannelCommon,ChannelCommon
248,249,services/channel/include/dcamera_softbus_session.h,services/channel/include/icamera_channel.h,DCameraSoftbusSession,DCameraSessionMode,functionproto,alias,Parameter,3.0,True,3703,3730,['ChannelCommon'],['ChannelCommon'],ChannelCommon,ChannelCommon
248,249,services/channel/include/dcamera_softbus_session.h,services/channel/include/icamera_channel.h,SendData,DCameraSessionMode,functionproto,alias,Parameter,3.0,True,3718,3730,['ChannelCommon'],['ChannelCommon'],ChannelCommon,ChannelCommon
248,249,services/channel/include/dcamera_softbus_session.h,services/channel/include/icamera_channel.h,sendFuncMap_,DCameraSessionMode,var,alias,Parameter,3.0,True,3729,3730,['ChannelCommon'],['ChannelCommon'],ChannelCommon,ChannelCommon
248,249,services/channel/include/dcamera_softbus_session.h,services/channel/include/icamera_channel.h,DCameraSoftbusSession,icamera_channel,type,type,Contain,1.0,True,3725,,['ChannelCommon'],['ChannelCommon'],ChannelCommon,ChannelCommon
264,255,services/data_process/include/pipeline_node/multimedia_codec/decode_data_process.h,services/data_process/include/eventbus/dcamera_codec_event.h,,,file,file,Import,1.0,False,,,['CameraDataProcessCommon'],['CameraDataProcessCommon'],CameraDataProcessCommon,CameraDataProcessCommon
264,255,services/data_process/include/pipeline_node/multimedia_codec/decode_data_process.h,services/data_process/include/eventbus/dcamera_codec_event.h,OnEvent,DCameraCodecEvent,functionproto,type,Parameter,1.0,True,4035,3900,['CameraDataProcessCommon'],['CameraDataProcessCommon'],CameraDataProcessCommon,CameraDataProcessCommon
264,259,services/data_process/include/pipeline_node/multimedia_codec/decode_data_process.h,services/data_process/include/pipeline/abstract_data_process.h,,,file,file,Import,1.0,False,,,['CameraDataProcessCommon'],['CameraDataProcessCommon'],CameraDataProcessCommon,CameraDataProcessCommon
264,259,services/data_process/include/pipeline_node/multimedia_codec/decode_data_process.h,services/data_process/include/pipeline/abstract_data_process.h,DecodeDataProcess,AbstractDataProcess,type,type,Extend,1.0,True,4047,3951,['CameraDataProcessCommon'],['CameraDataProcessCommon'],CameraDataProcessCommon,CameraDataProcessCommon
220,193,services/cameraservice/sourceservice/src/distributedcamera/dcamera_source_callback_proxy.cpp,services/cameraservice/sourceservice/include/distributedcamera/dcamera_source_callback_proxy.h,,,file,file,Import,1.0,False,,,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
220,193,services/cameraservice/sourceservice/src/distributedcamera/dcamera_source_callback_proxy.cpp,services/cameraservice/sourceservice/include/distributedcamera/dcamera_source_callback_proxy.h,OnNotifyRegResult,OnNotifyRegResult,functionimpl,functionproto,Implement,2.0,True,3130,2783,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
220,193,services/cameraservice/sourceservice/src/distributedcamera/dcamera_source_callback_proxy.cpp,services/cameraservice/sourceservice/include/distributedcamera/dcamera_source_callback_proxy.h,OnNotifyUnregResult,OnNotifyUnregResult,functionimpl,functionproto,Implement,2.0,True,3131,2784,['DistributedCameraSourceMgr'],['DistributedCameraSourceMgr'],DistributedCameraSourceMgr,DistributedCameraSourceMgr
264,261,services/data_process/include/pipeline_node/multimedia_codec/decode_data_process.h,services/data_process/include/pipeline/dcamera_pipeline_source.h,,,file,file,Import,1.0,False,,,['CameraDataProcessCommon'],['CameraDataPostProcess'],CameraDataProcessCommon,CameraDataPostProcess
